0.00, 0.66, 0.38, 0.39, 0.00, 0.72, 0.65, 0.57, 0.57, 0.00, 0.00
0.34, 0.00, 0.66, 0.00, 0.34, 0.67, 0.47, 0.00, 0.46, 0.53, 0.53
0.62, 0.34, 0.00, 0.00, 0.56, 0.57, 0.62, 0.00, 0.21, 0.16, 0.16
0.61, 0.00, 0.00, 0.00, 0.54, 0.77, 0.64, 0.18, 0.61, 0.70, 0.70
0.00, 0.66, 0.44, 0.46, 0.00, 0.00, 0.46, 0.41, 0.53, 0.61, 0.61
0.28, 0.33, 0.43, 0.23, 0.00, 0.00, 0.49, 0.19, 0.00, 0.41, 0.41
0.35, 0.53, 0.38, 0.36, 0.54, 0.51, 0.00, 0.11, 0.00, 0.33, 0.33
0.43, 0.00, 0.00, 0.82, 0.59, 0.81, 0.89, 0.00, 0.69, 0.77, 0.77
0.43, 0.54, 0.79, 0.39, 0.47, 0.00, 0.00, 0.31, 0.00, 0.58, 0.58
0.00, 0.47, 0.84, 0.30, 0.39, 0.59, 0.67, 0.23, 0.42, 0.00, 0.00
0.46, 0.92, 0.57, 0.64, 0.52, 0.55, 0.00, 0.31, 0.16, 0.00, 0.00
