0.00, 0.00, 0.00, 0.00, 0.00, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.00, 0.00
0.00, 0.00, 0.00, 6.00, 0.00, 3.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 6.00, 0.00
28.00, 0.00, 0.00, 0.00, 1.00, 0.00, 7.00, 30.00, 0.00, 0.00, 0.00, 14.00, 7.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 0.00, 0.00, 0.00, 0.00, 0.00, 43.00, 18.00, 0.00
33.00, 10.00, 0.00, 56.00, 0.00, 9.00, 0.00, 0.00, 0.00, 0.00, 39.00, 0.00, 78.00, 7.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.00, 0.00
23.00, 0.00, 0.00, 21.00, 0.00, 0.00, 0.00, 0.00, 17.00, 0.00, 0.00, 13.00, 2.00, 0.00
15.00, 5.00, 0.00, 21.00, 0.00, 0.00, 7.00, 0.00, 11.00, 0.00, 0.00, 13.00, 0.00, 0.00
21.00, 10.00, 7.00, 0.00, 0.00, 14.00, 0.00, 0.00, 0.00, 0.00, 0.00, 28.00, 0.00, 0.00
0.00, 21.00, 0.00, 59.00, 3.00, 1.00, 0.00, 59.00, 4.00, 0.00, 0.00, 0.00, 58.00, 7.00
0.00, 14.00, 27.00, 24.00, 0.00, 33.00, 3.00, 0.00, 0.00, 3.00, 0.00, 38.00, 39.00, 7.00
3.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
45.00, 0.00, 8.00, 0.00, 0.00, 24.00, 14.00, 6.00, 14.00, 0.00, 0.00, 29.00, 0.00, 0.00
