0.00, 0.00, 19.00, 34.00, 9.00, 7.00, 0.00, 0.00, 12.00, 16.00, 17.00, 34.00, 2.00, 0.00, 0.00, 0.00
19.00, 0.00, 46.00, 25.00, 3.00, 8.00, 0.00, 2.00, 18.00, 14.00, 2.00, 5.00, 0.00, 5.00, 2.00, 2.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 11.00, 0.00, 3.00, 9.00, 0.00, 0.00, 2.00, 9.00, 5.00, 6.00, 25.00, 8.00, 3.00, 3.00
0.00, 14.00, 4.00, 0.00, 0.00, 26.00, 6.00, 3.00, 27.00, 18.00, 19.00, 9.00, 25.00, 4.00, 0.00, 0.00
0.00, 7.00, 30.00, 0.00, 0.00, 0.00, 22.00, 0.00, 45.00, 8.00, 9.00, 1.00, 0.00, 10.00, 0.00, 0.00
46.00, 6.00, 25.00, 14.00, 10.00, 5.00, 0.00, 5.00, 1.00, 7.00, 12.00, 23.00, 15.00, 0.00, 21.00, 21.00
12.00, 15.00, 30.00, 15.00, 0.00, 8.00, 0.00, 0.00, 4.00, 3.00, 21.00, 28.00, 0.00, 8.00, 13.00, 13.00
0.00, 0.00, 0.00, 0.00, 5.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 5.00, 0.00, 0.00, 15.00, 15.00
0.00, 0.00, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 13.00, 0.00, 12.00, 9.00, 0.00, 0.00, 1.00, 1.00
0.00, 0.00, 11.00, 0.00, 0.00, 13.00, 0.00, 0.00, 10.00, 5.00, 0.00, 9.00, 14.00, 22.00, 0.00, 0.00
0.00, 0.00, 21.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00
2.00, 17.00, 25.00, 3.00, 0.00, 12.00, 18.00, 1.00, 2.00, 4.00, 0.00, 16.00, 0.00, 0.00, 13.00, 13.00
15.00, 8.00, 48.00, 7.00, 0.00, 0.00, 12.00, 0.00, 7.00, 4.00, 5.00, 23.00, 23.00, 0.00, 5.00, 5.00
11.00, 0.00, 2.00, 0.00, 14.00, 5.00, 0.00, 0.00, 0.00, 16.00, 3.00, 12.00, 0.00, 11.00, 0.00, 0.00
11.00, 9.00, 13.00, 6.00, 2.00, 0.00, 14.00, 0.00, 30.00, 11.00, 12.00, 10.00, 0.00, 0.00, 0.00, 0.00
