0.00, 0.46, 0.53, 0.58, 0.54, 0.53, 0.42, 0.45, 0.53, 0.56, 0.57, 0.56, 0.50, 0.44, 0.46, 0.46
0.54, 0.00, 0.57, 0.54, 0.49, 0.50, 0.49, 0.48, 0.57, 0.56, 0.51, 0.52, 0.45, 0.49, 0.51, 0.51
0.47, 0.43, 0.00, 0.47, 0.48, 0.41, 0.41, 0.38, 0.51, 0.48, 0.46, 0.46, 0.40, 0.36, 0.49, 0.49
0.42, 0.46, 0.53, 0.00, 0.51, 0.53, 0.44, 0.44, 0.51, 0.53, 0.52, 0.53, 0.54, 0.50, 0.51, 0.51
0.46, 0.51, 0.52, 0.49, 0.00, 0.55, 0.49, 0.51, 0.54, 0.60, 0.57, 0.53, 0.58, 0.51, 0.46, 0.46
0.47, 0.50, 0.59, 0.47, 0.45, 0.00, 0.53, 0.48, 0.57, 0.53, 0.50, 0.50, 0.46, 0.52, 0.48, 0.48
0.58, 0.51, 0.59, 0.56, 0.51, 0.47, 0.00, 0.52, 0.50, 0.52, 0.56, 0.59, 0.49, 0.45, 0.56, 0.56
0.55, 0.52, 0.62, 0.56, 0.49, 0.52, 0.48, 0.00, 0.51, 0.51, 0.58, 0.56, 0.50, 0.53, 0.53, 0.53
0.47, 0.43, 0.49, 0.49, 0.46, 0.43, 0.50, 0.49, 0.00, 0.48, 0.47, 0.50, 0.49, 0.48, 0.55, 0.55
0.44, 0.44, 0.52, 0.47, 0.40, 0.47, 0.48, 0.49, 0.52, 0.00, 0.51, 0.53, 0.49, 0.49, 0.47, 0.47
0.43, 0.49, 0.54, 0.48, 0.43, 0.50, 0.44, 0.42, 0.53, 0.49, 0.00, 0.54, 0.55, 0.52, 0.49, 0.49
0.44, 0.48, 0.54, 0.47, 0.47, 0.50, 0.41, 0.44, 0.50, 0.47, 0.46, 0.00, 0.44, 0.40, 0.48, 0.48
0.50, 0.55, 0.60, 0.46, 0.42, 0.54, 0.51, 0.50, 0.51, 0.51, 0.45, 0.56, 0.00, 0.46, 0.54, 0.54
0.56, 0.51, 0.64, 0.50, 0.49, 0.48, 0.55, 0.47, 0.52, 0.51, 0.48, 0.60, 0.54, 0.00, 0.49, 0.49
0.54, 0.49, 0.51, 0.49, 0.54, 0.52, 0.44, 0.47, 0.45, 0.53, 0.51, 0.52, 0.46, 0.51, 0.00, 0.00
0.55, 0.54, 0.52, 0.52, 0.50, 0.48, 0.55, 0.47, 0.60, 0.55, 0.56, 0.55, 0.47, 0.45, 0.43, 0.43
