0.00, 0.50, 0.52, 0.44, 0.43, 0.51, 0.44, 0.50, 0.53, 0.54, 0.52, 0.54, 0.50, 0.49, 0.49
0.50, 0.00, 0.55, 0.50, 0.44, 0.48, 0.53, 0.47, 0.51, 0.55, 0.54, 0.48, 0.48, 0.53, 0.53
0.48, 0.45, 0.00, 0.42, 0.42, 0.47, 0.48, 0.41, 0.53, 0.47, 0.50, 0.47, 0.47, 0.42, 0.42
0.56, 0.50, 0.58, 0.00, 0.51, 0.51, 0.57, 0.38, 0.53, 0.54, 0.59, 0.49, 0.56, 0.55, 0.55
0.57, 0.56, 0.58, 0.49, 0.00, 0.58, 0.53, 0.51, 0.56, 0.59, 0.56, 0.61, 0.55, 0.53, 0.53
0.49, 0.52, 0.53, 0.49, 0.42, 0.00, 0.50, 0.53, 0.53, 0.53, 0.56, 0.58, 0.51, 0.46, 0.46
0.56, 0.47, 0.52, 0.43, 0.47, 0.50, 0.00, 0.55, 0.43, 0.52, 0.56, 0.53, 0.55, 0.43, 0.43
0.50, 0.53, 0.59, 0.62, 0.49, 0.47, 0.45, 0.00, 0.52, 0.48, 0.55, 0.59, 0.57, 0.51, 0.51
0.47, 0.49, 0.47, 0.47, 0.44, 0.47, 0.57, 0.48, 0.00, 0.51, 0.54, 0.54, 0.51, 0.45, 0.45
0.46, 0.45, 0.53, 0.46, 0.41, 0.47, 0.48, 0.52, 0.49, 0.00, 0.52, 0.51, 0.48, 0.40, 0.40
0.48, 0.46, 0.50, 0.41, 0.44, 0.44, 0.44, 0.45, 0.46, 0.48, 0.00, 0.53, 0.49, 0.46, 0.46
0.46, 0.52, 0.53, 0.51, 0.39, 0.42, 0.47, 0.41, 0.46, 0.49, 0.47, 0.00, 0.44, 0.44, 0.44
0.50, 0.52, 0.53, 0.44, 0.45, 0.49, 0.45, 0.43, 0.49, 0.52, 0.51, 0.56, 0.00, 0.43, 0.43
0.51, 0.47, 0.58, 0.45, 0.47, 0.54, 0.57, 0.49, 0.55, 0.60, 0.54, 0.56, 0.57, 0.00, 0.00
0.42, 0.53, 0.57, 0.54, 0.48, 0.52, 0.48, 0.45, 0.49, 0.53, 0.50, 0.58, 0.54, 0.49, 0.49
