0.00, 67.00, 54.00, 53.00, 58.00, 60.00, 74.00, 64.33, 79.00, 72.00, 61.00, 52.00, 59.00, 74.00, 69.00, 69.00
90.00, 0.00, 65.00, 69.00, 69.00, 89.00, 75.50, 60.00, 70.50, 79.00, 98.00, 74.00, 81.00, 63.00, 65.00, 65.00
60.00, 60.00, 0.00, 60.00, 68.00, 71.00, 85.50, 79.00, 67.50, 75.00, 71.00, 69.00, 60.00, 55.00, 76.50, 76.50
73.00, 72.00, 76.00, 0.00, 53.00, 70.00, 84.00, 62.50, 68.00, 58.00, 73.00, 63.00, 69.00, 67.00, 68.50, 68.50
57.00, 67.00, 88.00, 55.50, 0.00, 71.00, 90.00, 72.00, 80.00, 75.50, 82.00, 80.00, 67.00, 61.00, 68.00, 68.00
75.00, 73.00, 79.00, 68.00, 54.00, 0.00, 88.00, 66.50, 96.00, 78.00, 72.33, 62.00, 73.00, 72.00, 85.00, 85.00
91.00, 75.50, 93.50, 65.00, 85.00, 77.00, 0.00, 82.00, 81.00, 71.00, 95.00, 67.00, 68.00, 94.00, 90.00, 90.00
67.33, 53.00, 98.00, 71.50, 74.50, 61.00, 70.00, 0.00, 82.00, 64.00, 84.00, 79.00, 81.00, 82.00, 66.00, 66.00
81.00, 81.00, 72.00, 58.00, 72.00, 67.00, 74.00, 63.00, 0.00, 76.00, 75.00, 86.00, 62.00, 64.00, 63.00, 63.00
68.00, 61.00, 73.00, 46.00, 49.50, 48.00, 68.00, 77.00, 50.00, 0.00, 67.50, 48.50, 45.00, 59.00, 80.00, 80.00
64.00, 86.00, 73.00, 61.00, 92.00, 58.00, 69.00, 70.00, 88.00, 72.50, 0.00, 76.50, 62.00, 73.00, 70.00, 70.00
51.00, 73.00, 61.00, 53.00, 60.00, 54.00, 60.00, 66.00, 70.00, 61.00, 69.50, 0.00, 58.00, 83.00, 59.00, 59.00
56.50, 65.00, 54.00, 47.00, 57.00, 64.00, 55.00, 57.00, 64.00, 52.00, 65.00, 72.00, 0.00, 70.00, 42.00, 42.00
66.00, 61.00, 60.00, 69.50, 50.00, 87.00, 87.00, 77.00, 71.00, 81.00, 85.00, 83.50, 76.00, 0.00, 73.67, 73.67
66.00, 67.00, 76.00, 58.00, 54.00, 75.00, 80.00, 60.50, 73.00, 68.00, 72.00, 72.00, 60.00, 78.67, 0.00, 0.00
39.00, 74.50, 85.00, 56.00, 54.00, 79.00, 56.00, 65.00, 71.67, 81.00, 89.00, 69.00, 78.00, 81.00, 56.00, 56.00
