0.00, 0.51, 0.53, 0.51, 0.49, 0.50, 0.56, 0.51, 0.55, 0.47, 0.52, 0.49, 0.54, 0.49, 0.51, 0.51
0.49, 0.00, 0.57, 0.43, 0.42, 0.45, 0.52, 0.53, 0.49, 0.47, 0.53, 0.51, 0.55, 0.47, 0.51, 0.51
0.47, 0.43, 0.00, 0.47, 0.46, 0.46, 0.47, 0.51, 0.49, 0.52, 0.52, 0.44, 0.48, 0.44, 0.45, 0.45
0.49, 0.57, 0.53, 0.00, 0.51, 0.48, 0.59, 0.50, 0.55, 0.51, 0.43, 0.62, 0.56, 0.49, 0.59, 0.59
0.51, 0.58, 0.54, 0.49, 0.00, 0.50, 0.53, 0.53, 0.40, 0.54, 0.53, 0.47, 0.56, 0.48, 0.53, 0.53
0.50, 0.55, 0.54, 0.52, 0.50, 0.00, 0.44, 0.52, 0.52, 0.56, 0.53, 0.59, 0.56, 0.47, 0.51, 0.51
0.44, 0.48, 0.53, 0.41, 0.47, 0.56, 0.00, 0.55, 0.52, 0.52, 0.57, 0.53, 0.49, 0.54, 0.51, 0.51
0.49, 0.47, 0.49, 0.50, 0.47, 0.48, 0.45, 0.00, 0.54, 0.39, 0.47, 0.45, 0.56, 0.47, 0.53, 0.53
0.45, 0.51, 0.51, 0.45, 0.60, 0.48, 0.48, 0.46, 0.00, 0.54, 0.42, 0.48, 0.42, 0.43, 0.49, 0.49
0.53, 0.53, 0.48, 0.49, 0.46, 0.44, 0.48, 0.61, 0.46, 0.00, 0.50, 0.49, 0.51, 0.46, 0.45, 0.45
0.48, 0.47, 0.48, 0.57, 0.47, 0.47, 0.43, 0.53, 0.58, 0.50, 0.00, 0.50, 0.59, 0.40, 0.47, 0.47
0.51, 0.49, 0.56, 0.38, 0.53, 0.41, 0.47, 0.55, 0.52, 0.51, 0.50, 0.00, 0.57, 0.46, 0.56, 0.56
0.46, 0.45, 0.52, 0.44, 0.44, 0.44, 0.51, 0.44, 0.58, 0.49, 0.41, 0.43, 0.00, 0.42, 0.49, 0.49
0.51, 0.53, 0.56, 0.51, 0.52, 0.53, 0.46, 0.53, 0.57, 0.54, 0.60, 0.54, 0.58, 0.00, 0.54, 0.54
0.49, 0.49, 0.55, 0.41, 0.47, 0.49, 0.49, 0.47, 0.51, 0.55, 0.53, 0.44, 0.51, 0.46, 0.00, 0.00
0.51, 0.48, 0.55, 0.54, 0.49, 0.50, 0.43, 0.53, 0.51, 0.58, 0.42, 0.53, 0.44, 0.49, 0.55, 0.55
