0.00, 0.48, 0.54, 0.51, 0.52, 0.46, 0.50, 0.63, 0.52, 0.58, 0.47, 0.49, 0.54, 0.54
0.52, 0.00, 0.57, 0.55, 0.52, 0.50, 0.46, 0.50, 0.57, 0.57, 0.53, 0.53, 0.62, 0.62
0.46, 0.43, 0.00, 0.54, 0.44, 0.46, 0.43, 0.53, 0.39, 0.49, 0.49, 0.44, 0.46, 0.46
0.49, 0.45, 0.46, 0.00, 0.46, 0.49, 0.45, 0.51, 0.46, 0.52, 0.45, 0.49, 0.52, 0.52
0.48, 0.48, 0.56, 0.54, 0.00, 0.48, 0.45, 0.46, 0.51, 0.59, 0.50, 0.51, 0.54, 0.54
0.54, 0.50, 0.54, 0.51, 0.52, 0.00, 0.59, 0.55, 0.50, 0.58, 0.54, 0.57, 0.56, 0.56
0.50, 0.54, 0.57, 0.55, 0.55, 0.41, 0.00, 0.50, 0.48, 0.57, 0.55, 0.53, 0.45, 0.45
0.37, 0.50, 0.47, 0.49, 0.54, 0.45, 0.50, 0.00, 0.45, 0.53, 0.49, 0.53, 0.53, 0.53
0.48, 0.43, 0.61, 0.54, 0.49, 0.50, 0.52, 0.55, 0.00, 0.57, 0.52, 0.50, 0.52, 0.52
0.42, 0.43, 0.51, 0.48, 0.41, 0.42, 0.43, 0.47, 0.43, 0.00, 0.48, 0.47, 0.50, 0.50
0.53, 0.47, 0.51, 0.55, 0.50, 0.46, 0.45, 0.51, 0.48, 0.52, 0.00, 0.52, 0.54, 0.54
0.51, 0.47, 0.56, 0.51, 0.49, 0.43, 0.47, 0.47, 0.50, 0.53, 0.48, 0.00, 0.54, 0.54
0.46, 0.38, 0.54, 0.48, 0.46, 0.44, 0.55, 0.47, 0.48, 0.50, 0.46, 0.46, 0.00, 0.00
0.51, 0.40, 0.52, 0.52, 0.47, 0.46, 0.43, 0.45, 0.52, 0.58, 0.44, 0.49, 0.49, 0.49
