0.00, 69.00, 43.00, 73.00, 0.00, 68.00, 75.00, 60.00, 81.00, 59.50, 69.00, 78.50, 75.00, 75.00
77.00, 0.00, 75.00, 71.00, 82.00, 74.00, 68.00, 53.00, 90.00, 79.00, 0.00, 62.67, 90.50, 90.50
70.00, 74.00, 0.00, 73.50, 97.00, 61.50, 68.00, 87.50, 84.00, 0.00, 75.00, 72.00, 0.00, 0.00
64.00, 71.50, 81.50, 0.00, 77.00, 73.50, 91.50, 61.00, 0.00, 69.50, 0.00, 70.50, 80.00, 80.00
0.00, 77.00, 94.50, 90.00, 0.00, 72.50, 76.00, 75.50, 61.50, 82.00, 58.00, 72.00, 0.00, 0.00
76.50, 65.00, 67.50, 72.50, 64.50, 0.00, 0.00, 72.00, 71.50, 77.00, 73.50, 71.00, 0.00, 0.00
71.50, 59.00, 67.00, 80.50, 68.00, 0.00, 0.00, 70.00, 0.00, 76.50, 66.00, 64.50, 70.50, 70.50
55.00, 61.00, 79.00, 64.00, 68.50, 58.50, 55.00, 0.00, 60.00, 0.00, 74.00, 0.00, 49.00, 49.00
66.00, 78.00, 67.50, 0.00, 56.00, 65.50, 0.00, 63.50, 0.00, 60.50, 70.50, 0.00, 80.00, 80.00
67.50, 77.50, 0.00, 63.50, 73.50, 54.00, 63.50, 0.00, 62.50, 0.00, 0.00, 63.50, 72.50, 72.50
65.00, 0.00, 64.50, 0.00, 62.00, 60.00, 73.00, 80.50, 79.00, 0.00, 0.00, 62.50, 81.00, 81.00
74.00, 58.33, 83.00, 57.00, 74.00, 59.00, 70.00, 0.00, 0.00, 70.00, 72.50, 0.00, 80.50, 80.50
72.00, 67.00, 0.00, 72.50, 0.00, 0.00, 69.00, 63.00, 72.00, 63.00, 69.00, 76.00, 0.00, 0.00
0.00, 73.00, 77.00, 0.00, 70.00, 70.00, 89.00, 62.50, 73.00, 53.00, 66.50, 0.00, 63.00, 63.00
