0.00, 5.00, 5.00, 0.00, 0.00, 2.00, 0.00, 9.00, 17.00, 18.00, 6.00, 8.00, 0.00, 0.00, 0.00
7.00, 0.00, 33.00, 0.00, 0.00, 0.00, 7.00, 0.00, 7.00, 12.00, 11.00, 5.00, 0.00, 8.00, 8.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 10.00, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00
26.00, 1.00, 24.00, 0.00, 2.00, 8.00, 16.00, 0.00, 9.00, 19.00, 22.00, 0.00, 28.00, 33.00, 33.00
16.00, 15.00, 21.00, 0.00, 0.00, 19.00, 28.00, 3.00, 18.00, 20.00, 33.00, 44.00, 14.00, 22.00, 22.00
0.00, 6.00, 11.00, 1.00, 0.00, 0.00, 8.00, 17.00, 10.00, 6.00, 28.00, 36.00, 2.00, 3.00, 3.00
27.00, 0.00, 12.00, 0.00, 3.00, 8.00, 0.00, 9.00, 0.00, 11.00, 19.00, 8.00, 26.00, 0.00, 0.00
10.00, 8.00, 53.00, 28.00, 0.00, 0.00, 0.00, 0.00, 4.00, 0.00, 10.00, 20.00, 16.00, 10.00, 10.00
4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.00, 0.00, 0.00, 4.00, 22.00, 10.00, 3.00, 0.00, 0.00
0.00, 0.00, 19.00, 0.00, 0.00, 0.00, 0.00, 5.00, 0.00, 0.00, 7.00, 3.00, 2.00, 0.00, 0.00
0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 12.00, 0.00, 0.00, 0.00
0.00, 14.00, 10.00, 3.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1.00, 6.00, 14.00, 0.00, 0.00, 0.00, 4.00, 0.00, 0.00, 12.00, 4.00, 15.00, 0.00, 0.00, 0.00
2.00, 0.00, 21.00, 3.00, 2.00, 16.00, 16.00, 3.00, 31.00, 25.00, 23.00, 11.00, 19.00, 0.00, 0.00
0.00, 9.00, 23.00, 10.00, 9.00, 4.00, 0.00, 0.00, 0.00, 8.00, 0.00, 36.00, 25.00, 4.00, 4.00
