0.00, 0.42, 0.47, 0.42, 0.50, 0.44, 0.45, 0.49, 0.49, 0.51, 0.49, 0.50, 0.52, 0.53, 0.51, 0.51
0.58, 0.00, 0.52, 0.49, 0.51, 0.55, 0.50, 0.53, 0.46, 0.56, 0.53, 0.50, 0.55, 0.51, 0.49, 0.49
0.53, 0.48, 0.00, 0.44, 0.44, 0.47, 0.48, 0.45, 0.48, 0.51, 0.49, 0.53, 0.53, 0.48, 0.50, 0.50
0.58, 0.51, 0.56, 0.00, 0.49, 0.51, 0.56, 0.47, 0.54, 0.56, 0.54, 0.54, 0.59, 0.49, 0.54, 0.54
0.50, 0.49, 0.56, 0.51, 0.00, 0.57, 0.51, 0.49, 0.53, 0.60, 0.47, 0.57, 0.54, 0.55, 0.56, 0.56
0.56, 0.45, 0.53, 0.49, 0.43, 0.00, 0.53, 0.52, 0.59, 0.62, 0.55, 0.53, 0.53, 0.45, 0.53, 0.53
0.55, 0.50, 0.52, 0.44, 0.49, 0.47, 0.00, 0.54, 0.52, 0.51, 0.58, 0.53, 0.55, 0.52, 0.53, 0.53
0.51, 0.47, 0.55, 0.53, 0.51, 0.48, 0.46, 0.00, 0.57, 0.45, 0.55, 0.54, 0.59, 0.52, 0.52, 0.52
0.51, 0.54, 0.52, 0.46, 0.47, 0.41, 0.48, 0.43, 0.00, 0.60, 0.46, 0.55, 0.49, 0.47, 0.46, 0.46
0.49, 0.44, 0.49, 0.44, 0.40, 0.38, 0.49, 0.55, 0.40, 0.00, 0.49, 0.44, 0.46, 0.42, 0.54, 0.54
0.51, 0.47, 0.51, 0.46, 0.53, 0.45, 0.42, 0.45, 0.54, 0.51, 0.00, 0.52, 0.49, 0.46, 0.49, 0.49
0.50, 0.50, 0.47, 0.46, 0.43, 0.47, 0.47, 0.46, 0.45, 0.56, 0.48, 0.00, 0.45, 0.50, 0.45, 0.45
0.48, 0.45, 0.47, 0.41, 0.46, 0.47, 0.45, 0.41, 0.51, 0.54, 0.51, 0.55, 0.00, 0.48, 0.41, 0.41
0.47, 0.49, 0.52, 0.51, 0.45, 0.55, 0.48, 0.48, 0.53, 0.58, 0.54, 0.50, 0.52, 0.00, 0.48, 0.48
0.49, 0.51, 0.50, 0.46, 0.44, 0.47, 0.47, 0.48, 0.54, 0.46, 0.51, 0.55, 0.59, 0.52, 0.00, 0.00
0.39, 0.50, 0.54, 0.46, 0.46, 0.55, 0.45, 0.52, 0.56, 0.56, 0.57, 0.57, 0.53, 0.57, 0.42, 0.42
