0.00, 20.00, 0.00, 11.00, 0.00, 17.00, 19.00
0.00, 0.00, 12.00, 6.00, 0.00, 14.00, 0.00
3.00, 0.00, 0.00, 24.00, 0.00, 5.00, 3.00
0.00, 0.00, 0.00, 0.00, 0.00, 10.00, 0.00
26.00, 12.00, 7.00, 10.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 10.00, 0.00, 0.00
0.00, 12.00, 0.00, 5.00, 21.00, 21.00, 0.00
