0.00, 0.79, 0.46, 0.68, 0.28, 0.67, 0.67
0.21, 0.00, 0.63, 0.54, 0.42, 0.59, 0.59
0.54, 0.37, 0.00, 0.71, 0.45, 0.55, 0.55
0.32, 0.46, 0.29, 0.00, 0.43, 0.73, 0.73
0.72, 0.58, 0.55, 0.57, 0.00, 0.41, 0.41
0.33, 0.41, 0.45, 0.27, 0.59, 0.00, 0.00
0.32, 0.62, 0.45, 0.54, 0.82, 0.67, 0.67
