0.00, 27.00, 17.00, 21.00, 17.00, 34.00, 36.00
7.00, 0.00, 29.00, 41.00, 30.00, 45.00, 19.00
20.00, 17.00, 0.00, 41.00, 31.00, 27.00, 16.00
10.00, 35.00, 17.00, 0.00, 31.00, 16.00, 30.00
43.00, 42.00, 38.00, 41.00, 0.00, 24.00, 6.00
17.00, 31.00, 22.00, 6.00, 34.00, 0.00, 21.00
17.00, 31.00, 13.00, 35.00, 27.00, 42.00, 0.00
