0.00, 26.00, 13.00, 1.00, 0.00, 33.00, 0.00, 19.00, 0.00
3.00, 0.00, 2.00, 5.00, 6.00, 7.00, 1.00, 17.00, 0.00
1.00, 3.00, 0.00, 0.00, 0.00, 18.00, 16.00, 16.00, 8.00
13.00, 18.00, 22.00, 0.00, 17.00, 0.00, 24.00, 16.00, 0.00
6.00, 16.00, 11.00, 3.00, 0.00, 8.00, 13.00, 20.00, 0.00
0.00, 10.00, 11.00, 7.00, 5.00, 0.00, 16.00, 16.00, 0.00
29.00, 3.00, 12.00, 12.00, 0.00, 3.00, 0.00, 15.00, 0.00
0.00, 0.00, 0.00, 8.00, 6.00, 13.00, 0.00, 0.00, 0.00
36.00, 38.00, 26.00, 25.00, 10.00, 30.00, 15.00, 40.00, 0.00
