0.00, 0.00, 0.00, 0.00, 0.00, 18.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 10.00, 7.00
20.00, 0.00, 29.00, 49.00, 28.00, 61.00, 0.00, 34.00, 0.00, 32.00, 4.00, 0.00, 0.00, 60.00
0.00, 0.00, 0.00, 0.00, 14.00, 0.00, 8.00, 0.00, 7.00, 0.00, 0.00, 0.00, 0.00, 0.00
1.00, 0.00, 0.00, 0.00, 0.00, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 21.00
0.00, 0.00, 0.00, 0.00, 0.00, 35.00, 6.00, 0.00, 10.00, 0.00, 0.00, 3.00, 21.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 37.00, 21.00, 0.00, 0.00, 24.00, 0.00
5.00, 0.00, 0.00, 19.00, 0.00, 42.00, 0.00, 0.00, 6.00, 0.00, 0.00, 14.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 9.00, 0.00, 5.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 10.00, 30.00, 21.00
21.00, 0.00, 0.00, 23.00, 0.00, 31.00, 0.00, 10.00, 3.00, 0.00, 0.00, 0.00, 0.00, 17.00
0.00, 0.00, 14.00, 0.00, 0.00, 24.00, 3.00, 0.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 17.00, 21.00, 0.00, 0.00, 0.00, 0.00, 3.00, 0.00, 0.00, 3.00, 0.00, 0.00
0.00, 0.00, 52.00, 0.00, 0.00, 21.00, 0.00, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
