0.00, 3.00, 0.00, 0.00, 0.00, 15.00, 0.00, 20.00, 0.00, 11.00, 0.00, 5.00
0.00, 0.00, 29.00, 21.00, 0.00, 4.00, 0.00, 21.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11.00, 0.00, 31.00, 0.00, 0.00, 8.00, 3.00, 0.00, 0.00, 0.00, 5.00, 17.00
0.00, 1.00, 25.00, 0.00, 0.00, 0.00, 4.00, 0.00, 6.00, 0.00, 0.00, 13.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 12.00, 0.00, 10.00
0.00, 6.00, 45.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.00, 8.00, 20.00, 30.00
0.00, 0.00, 0.00, 5.00, 3.00, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2.00, 0.00, 3.00, 0.00, 0.00, 0.00, 0.00, 7.00, 0.00, 2.00, 0.00, 0.00
0.00, 0.00, 31.00, 5.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20.00, 0.00, 45.00, 0.00, 44.00, 19.00, 0.00, 4.00, 27.00, 38.00, 0.00, 0.00
0.00, 4.00, 38.00, 0.00, 0.00, 0.00, 0.00, 8.00, 0.00, 0.00, 0.00, 0.00
