731204,20011220,     5,  1, 103,     7, -1,  72
731213,20011229,     1, -1,  82,     3,  1,  70
731215,20011231,     1,  1,  86,     2, -1,  64
731218,20020103,     4,  1,  92,     7, -1,  72
731218,20020103,     5,  1,  90,     9, -1,  76
731218,20020103,     8, -1,  90,     3,  1,  61
731220,20020105,     2,  1,  84,     6, -1,  74
731220,20020105,     7, -1,  69,     3,  1,  68
731220,20020105,     8, -1,  81,     4,  1,  78
731222,20020107,     7, -1,  94,     6,  1,  82
731225,20020110,     2,  1,  72,     4, -1,  71
731225,20020110,     6,  1,  95,     3, -1,  75
731225,20020110,     9, -1,  71,     1,  1,  65
731225,20020110,     8,  1,  78,     5, -1,  59
731227,20020112,     1,  1,  68,     5, -1,  62
731227,20020112,     2,  1,  86,     3, -1,  59
731227,20020112,     4, -1,  59,     6,  1,  53
731227,20020112,     9, -1,  91,     7,  1,  79
731232,20020117,     2, -1,  88,     5,  1,  86
731232,20020117,     9,  1,  89,     6, -1,  73
731232,20020117,     8, -1,  74,     1,  1,  67
731234,20020119,     1,  1,  81,     7, -1,  68
731234,20020119,     4,  1,  84,     3, -1,  71
731234,20020119,     5,  1,  85,     6, -1,  72
731234,20020119,     9,  1,  81,     2, -1,  79
731236,20020121,     8,  1,  83,     9, -1,  75
731239,20020124,     2,  1,  73,     1, -1,  70
731239,20020124,     3,  1, 108,     9, -1, 100
731239,20020124,     4,  1,  92,     5, -1,  83
731239,20020124,     8, -1,  75,     6,  1,  62
731241,20020126,     1, -1,  68,     6,  1,  67
731241,20020126,     3,  1,  92,     5, -1,  81
731241,20020126,     4,  1,  89,     9, -1,  88
731241,20020126,     8, -1,  77,     7,  1,  68
731243,20020128,     7,  1,  91,     4, -1,  72
731246,20020131,     1, -1,  69,     9,  1,  68
731246,20020131,     7,  1,  72,     6, -1,  65
731246,20020131,     8,  1,  97,     2, -1,  92
731248,20020202,     1,  1,  70,     3, -1,  59
731248,20020202,     5, -1,  92,     9,  1,  74
731248,20020202,     7,  1,  94,     2, -1,  76
731248,20020202,     8,  1,  82,     6, -1,  67
731250,20020204,     4, -1,  68,     1,  1,  65
731250,20020204,     5, -1,  87,     7,  1,  84
731250,20020204,     8,  1,  71,     3, -1,  48
731253,20020207,     3,  1,  76,     2, -1,  70
731253,20020207,     4,  1,  91,     6, -1,  75
731253,20020207,     5,  1,  75,     8, -1,  56
731253,20020207,     9,  1,  84,     7, -1,  78
731255,20020209,     2, -1,  76,     4,  1,  68
731255,20020209,     5,  1,  78,     1, -1,  68
731255,20020209,     6, -1,  81,     3,  1,  74
731255,20020209,     8, -1,  75,     9,  1,  68
731257,20020211,     7,  1,  66,     3, -1,  63
731258,20020212,     8,  1,  75,     4, -1,  68
731260,20020214,     5, -1,  77,     2,  1,  76
731260,20020214,     6,  1,  78,     9, -1,  51
731260,20020214,     7,  1,  78,     1, -1,  67
731262,20020216,     4, -1,  76,     3,  1,  60
731262,20020216,     5, -1,  92,     6,  1,  86
731262,20020216,     9, -1,  68,     2,  1,  62
731262,20020216,     8,  1,  86,     1, -1,  84
731264,20020218,     4,  1,  66,     1, -1,  51
731264,20020218,     8,  1,  81,     7, -1,  66
731265,20020219,     6,  1, 102,     2, -1,  87
731267,20020221,     2,  1,  88,     7, -1,  84
731267,20020221,     4, -1,  84,     9,  1,  72
731267,20020221,     5,  1,  85,     3, -1,  74
731269,20020223,     1,  1,  80,     6, -1,  47
731269,20020223,     4, -1,  66,     5,  1,  60
731269,20020223,     9,  1,  82,     3, -1,  77
731269,20020223,     8, -1,  85,     2,  1,  68
731272,20020226,     1,  1,  72,     9, -1,  69
731272,20020226,     4,  1,  91,     7, -1,  82
731272,20020226,     5,  1, 103,     2, -1,  56
731272,20020226,     8,  1,  73,     6, -1,  56
731275,20020301,     5,  0,  89,     4,  0,  75
731275,20020301,     8,  0,  86,     1,  0,  77
731276,20020302,     5, -1,  70,     8,  1,  69
