0.00, 61.00, 62.00, 58.33, 56.00, 52.00, 64.00, 64.00, 71.00, 73.00, 73.00
65.00, 0.00, 84.00, 71.00, 76.67, 71.00, 65.50, 79.50, 80.00, 74.00, 74.00
71.00, 72.00, 0.00, 71.00, 67.00, 69.50, 58.50, 72.00, 72.50, 60.33, 60.33
66.67, 77.50, 66.00, 0.00, 80.50, 77.50, 63.50, 75.50, 67.50, 79.00, 79.00
72.00, 70.00, 76.00, 81.50, 0.00, 65.00, 58.00, 63.00, 75.00, 68.50, 68.50
80.00, 74.67, 74.00, 91.00, 81.00, 0.00, 56.67, 70.50, 70.50, 72.50, 72.50
71.50, 68.00, 68.00, 75.00, 73.00, 51.00, 0.00, 82.50, 65.00, 69.00, 69.00
55.00, 53.50, 65.00, 56.00, 58.00, 56.00, 57.00, 0.00, 46.00, 62.50, 62.50
80.50, 81.50, 67.50, 75.00, 71.50, 66.00, 55.67, 70.00, 0.00, 67.50, 67.50
72.00, 75.00, 67.00, 76.00, 68.50, 61.50, 51.00, 80.50, 52.00, 0.00, 0.00
59.50, 57.50, 75.00, 67.00, 61.00, 65.00, 68.00, 56.50, 56.50, 64.00, 64.00
