0.00, 4.00, 3.00, 0.00, 10.00, 11.00, 34.00, 0.00, 0.00
5.00, 0.00, 26.00, 0.00, 33.00, 3.00, 23.00, 0.00, 0.00
1.00, 0.00, 0.00, 0.00, 1.00, 7.00, 22.00, 0.00, 0.00
38.00, 30.00, 60.00, 0.00, 19.00, 25.00, 43.00, 13.00, 13.00
7.00, 0.00, 4.00, 0.00, 0.00, 12.00, 21.00, 18.00, 18.00
8.00, 1.00, 0.00, 0.00, 13.00, 0.00, 18.00, 0.00, 0.00
9.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24.00, 7.00, 25.00, 0.00, 22.00, 12.00, 31.00, 0.00, 0.00
26.00, 16.00, 14.00, 16.00, 23.00, 29.00, 32.00, 26.00, 26.00
