0.00, 0.53, 0.50, 0.47, 0.48, 0.49, 0.52, 0.48, 0.48, 0.49, 0.49
0.47, 0.00, 0.53, 0.43, 0.50, 0.46, 0.45, 0.55, 0.51, 0.49, 0.49
0.50, 0.47, 0.00, 0.45, 0.56, 0.51, 0.44, 0.47, 0.47, 0.50, 0.50
0.53, 0.57, 0.55, 0.00, 0.51, 0.54, 0.56, 0.54, 0.54, 0.53, 0.53
0.52, 0.50, 0.44, 0.49, 0.00, 0.47, 0.47, 0.50, 0.52, 0.52, 0.52
0.51, 0.54, 0.49, 0.46, 0.53, 0.00, 0.51, 0.51, 0.55, 0.51, 0.51
0.48, 0.55, 0.56, 0.44, 0.53, 0.49, 0.00, 0.50, 0.53, 0.52, 0.52
0.52, 0.45, 0.53, 0.46, 0.50, 0.49, 0.50, 0.00, 0.50, 0.46, 0.46
0.52, 0.49, 0.53, 0.46, 0.48, 0.45, 0.47, 0.50, 0.00, 0.51, 0.51
0.51, 0.51, 0.50, 0.47, 0.48, 0.49, 0.48, 0.54, 0.49, 0.00, 0.00
0.55, 0.56, 0.57, 0.52, 0.51, 0.58, 0.56, 0.55, 0.56, 0.54, 0.54
