0.00, 0.47, 0.60, 0.56, 0.48, 0.49, 0.49, 0.55, 0.53, 0.48, 0.51, 0.51, 0.51
0.53, 0.00, 0.51, 0.51, 0.49, 0.52, 0.49, 0.42, 0.52, 0.54, 0.43, 0.48, 0.48
0.40, 0.49, 0.00, 0.50, 0.46, 0.49, 0.49, 0.48, 0.51, 0.54, 0.51, 0.45, 0.45
0.44, 0.49, 0.50, 0.00, 0.48, 0.46, 0.50, 0.53, 0.48, 0.46, 0.42, 0.46, 0.46
0.52, 0.51, 0.54, 0.52, 0.00, 0.51, 0.49, 0.51, 0.56, 0.50, 0.48, 0.51, 0.51
0.51, 0.48, 0.51, 0.54, 0.49, 0.00, 0.48, 0.43, 0.49, 0.50, 0.46, 0.47, 0.47
0.51, 0.51, 0.51, 0.50, 0.51, 0.52, 0.00, 0.51, 0.48, 0.46, 0.48, 0.48, 0.48
0.45, 0.58, 0.52, 0.47, 0.49, 0.57, 0.49, 0.00, 0.59, 0.45, 0.52, 0.49, 0.49
0.47, 0.48, 0.49, 0.52, 0.44, 0.51, 0.52, 0.41, 0.00, 0.52, 0.48, 0.48, 0.48
0.52, 0.46, 0.46, 0.54, 0.50, 0.50, 0.54, 0.55, 0.48, 0.00, 0.44, 0.45, 0.45
0.49, 0.57, 0.49, 0.58, 0.52, 0.54, 0.52, 0.48, 0.52, 0.56, 0.00, 0.52, 0.52
0.49, 0.52, 0.55, 0.54, 0.49, 0.53, 0.52, 0.51, 0.52, 0.55, 0.48, 0.00, 0.00
0.51, 0.53, 0.55, 0.53, 0.40, 0.54, 0.53, 0.54, 0.51, 0.41, 0.44, 0.53, 0.53
