0.00, 0.48, 0.48, 0.49, 0.47, 0.53, 0.51, 0.54, 0.52, 0.45, 0.45
0.52, 0.00, 0.48, 0.53, 0.52, 0.49, 0.54, 0.52, 0.49, 0.50, 0.50
0.52, 0.52, 0.00, 0.53, 0.51, 0.55, 0.54, 0.55, 0.52, 0.53, 0.53
0.51, 0.47, 0.47, 0.00, 0.53, 0.47, 0.52, 0.58, 0.50, 0.54, 0.54
0.53, 0.48, 0.49, 0.47, 0.00, 0.56, 0.53, 0.60, 0.51, 0.50, 0.50
0.47, 0.51, 0.45, 0.53, 0.44, 0.00, 0.52, 0.52, 0.54, 0.49, 0.49
0.49, 0.46, 0.46, 0.48, 0.47, 0.48, 0.00, 0.50, 0.51, 0.47, 0.47
0.46, 0.48, 0.45, 0.42, 0.40, 0.48, 0.50, 0.00, 0.45, 0.46, 0.46
0.48, 0.51, 0.48, 0.50, 0.49, 0.46, 0.49, 0.55, 0.00, 0.44, 0.44
0.55, 0.50, 0.47, 0.46, 0.50, 0.51, 0.53, 0.54, 0.56, 0.00, 0.00
0.48, 0.50, 0.49, 0.51, 0.47, 0.51, 0.55, 0.59, 0.52, 0.57, 0.57
