0.00, 0.52, 0.50, 0.52, 0.53, 0.52, 0.55, 0.00, 0.53, 0.49, 0.49, 0.53, 0.53
0.48, 0.00, 0.49, 0.49, 0.53, 0.50, 0.51, 0.49, 0.50, 0.57, 0.49, 0.57, 0.57
0.50, 0.51, 0.00, 0.51, 0.52, 0.53, 0.51, 0.50, 0.58, 0.52, 0.55, 0.54, 0.54
0.48, 0.51, 0.49, 0.00, 0.44, 0.49, 0.52, 0.48, 0.51, 0.47, 0.46, 0.53, 0.53
0.47, 0.47, 0.48, 0.56, 0.00, 0.54, 0.57, 0.50, 0.00, 0.43, 0.48, 0.54, 0.54
0.48, 0.50, 0.47, 0.51, 0.46, 0.00, 0.48, 0.54, 0.49, 0.43, 0.44, 0.52, 0.52
0.45, 0.49, 0.49, 0.48, 0.43, 0.52, 0.00, 0.53, 0.42, 0.40, 0.47, 0.00, 0.00
0.00, 0.51, 0.50, 0.52, 0.50, 0.46, 0.47, 0.00, 0.50, 0.53, 0.47, 0.52, 0.52
0.47, 0.50, 0.42, 0.49, 0.00, 0.51, 0.58, 0.50, 0.00, 0.45, 0.47, 0.56, 0.56
0.51, 0.43, 0.48, 0.53, 0.57, 0.57, 0.60, 0.47, 0.55, 0.00, 0.00, 0.56, 0.56
0.51, 0.51, 0.45, 0.54, 0.52, 0.56, 0.53, 0.53, 0.53, 0.00, 0.00, 0.55, 0.55
0.47, 0.43, 0.46, 0.47, 0.46, 0.48, 0.00, 0.48, 0.44, 0.44, 0.45, 0.00, 0.00
0.54, 0.55, 0.00, 0.56, 0.50, 0.59, 0.57, 0.51, 0.54, 0.55, 0.49, 0.58, 0.58
