0.00, 64.00, 65.00, 69.00, 58.50, 69.50, 77.50, 68.00, 68.00, 66.00, 78.50
68.50, 0.00, 54.00, 71.50, 75.50, 68.00, 69.50, 67.00, 68.00, 66.67, 64.50
69.50, 58.00, 0.00, 61.00, 68.33, 59.33, 67.00, 52.00, 52.00, 58.00, 60.00
69.00, 63.50, 54.00, 0.00, 73.00, 68.50, 89.50, 81.00, 72.50, 76.00, 62.67
67.50, 68.50, 65.00, 65.00, 0.00, 70.00, 80.00, 74.67, 68.50, 55.67, 69.00
60.50, 71.00, 47.67, 77.00, 55.50, 0.00, 75.50, 73.50, 60.00, 71.50, 67.00
74.00, 59.00, 57.50, 82.00, 69.50, 70.50, 0.00, 68.00, 77.00, 64.00, 60.00
61.00, 63.00, 43.00, 60.50, 49.33, 69.00, 67.00, 0.00, 47.00, 58.00, 47.50
62.00, 71.00, 48.50, 72.00, 65.00, 51.00, 75.00, 58.00, 0.00, 51.50, 52.50
80.00, 66.00, 52.00, 64.00, 55.00, 73.50, 71.33, 70.00, 65.00, 0.00, 48.00
73.00, 65.00, 58.00, 63.67, 60.50, 69.00, 73.00, 67.50, 56.50, 64.00, 0.00
