0.00, 58.00, 63.00, 54.50, 61.50, 49.00, 70.50, 65.00, 58.50, 58.50
70.00, 0.00, 71.50, 70.00, 70.00, 62.33, 81.50, 68.00, 64.50, 64.50
61.50, 66.50, 0.00, 68.00, 47.50, 59.00, 65.50, 61.33, 61.00, 61.00
59.50, 78.50, 71.00, 0.00, 59.00, 54.00, 77.50, 53.50, 64.00, 64.00
63.00, 73.00, 71.00, 68.00, 0.00, 61.50, 78.00, 74.67, 64.00, 64.00
60.00, 62.67, 55.50, 61.00, 68.00, 0.00, 59.00, 58.50, 65.50, 65.50
67.50, 69.00, 66.50, 54.50, 66.00, 58.50, 0.00, 70.50, 63.00, 63.00
76.50, 82.50, 80.33, 63.50, 85.33, 67.00, 79.00, 0.00, 77.50, 77.50
60.50, 61.00, 62.50, 57.00, 51.50, 67.00, 69.50, 64.00, 0.00, 0.00
75.00, 80.33, 93.00, 90.00, 86.50, 76.00, 78.50, 84.67, 78.00, 78.00
