0.00, 0.49, 0.52, 0.58, 0.52, 0.51, 0.52, 0.54, 0.52, 0.57, 0.57, 0.52, 0.46, 0.54, 0.38, 0.38
0.51, 0.00, 0.43, 0.51, 0.52, 0.40, 0.53, 0.50, 0.54, 0.47, 0.44, 0.57, 0.43, 0.46, 0.47, 0.47
0.48, 0.57, 0.00, 0.56, 0.65, 0.50, 0.49, 0.46, 0.49, 0.51, 0.54, 0.53, 0.39, 0.50, 0.46, 0.46
0.42, 0.49, 0.44, 0.00, 0.48, 0.42, 0.40, 0.46, 0.48, 0.41, 0.47, 0.47, 0.47, 0.50, 0.41, 0.41
0.48, 0.48, 0.35, 0.52, 0.00, 0.47, 0.37, 0.49, 0.51, 0.43, 0.51, 0.45, 0.45, 0.43, 0.45, 0.45
0.49, 0.60, 0.50, 0.58, 0.53, 0.00, 0.46, 0.50, 0.50, 0.47, 0.57, 0.45, 0.47, 0.49, 0.40, 0.40
0.48, 0.47, 0.51, 0.60, 0.63, 0.54, 0.00, 0.50, 0.53, 0.55, 0.51, 0.54, 0.41, 0.47, 0.53, 0.53
0.46, 0.50, 0.54, 0.54, 0.51, 0.50, 0.50, 0.00, 0.57, 0.52, 0.49, 0.56, 0.47, 0.51, 0.45, 0.45
0.48, 0.46, 0.51, 0.52, 0.49, 0.50, 0.47, 0.43, 0.00, 0.49, 0.48, 0.35, 0.51, 0.48, 0.48, 0.48
0.43, 0.53, 0.49, 0.59, 0.57, 0.53, 0.45, 0.48, 0.51, 0.00, 0.51, 0.47, 0.45, 0.47, 0.50, 0.50
0.43, 0.56, 0.46, 0.53, 0.49, 0.43, 0.49, 0.51, 0.52, 0.49, 0.00, 0.53, 0.46, 0.51, 0.47, 0.47
0.48, 0.43, 0.47, 0.53, 0.55, 0.55, 0.46, 0.44, 0.65, 0.53, 0.47, 0.00, 0.43, 0.50, 0.49, 0.49
0.54, 0.57, 0.61, 0.53, 0.55, 0.53, 0.59, 0.53, 0.49, 0.55, 0.54, 0.57, 0.00, 0.46, 0.54, 0.54
0.46, 0.54, 0.50, 0.50, 0.57, 0.51, 0.53, 0.49, 0.52, 0.53, 0.49, 0.50, 0.54, 0.00, 0.53, 0.53
0.62, 0.53, 0.54, 0.59, 0.55, 0.60, 0.47, 0.55, 0.52, 0.50, 0.53, 0.51, 0.46, 0.47, 0.00, 0.00
0.52, 0.47, 0.49, 0.53, 0.54, 0.56, 0.53, 0.48, 0.57, 0.49, 0.51, 0.47, 0.54, 0.52, 0.49, 0.49
