0.00, 76.50, 69.00, 79.00, 75.50, 83.00, 78.00, 68.00, 0.00, 71.00, 68.00, 68.00
73.50, 0.00, 74.00, 68.00, 70.00, 55.00, 72.00, 58.00, 78.00, 56.00, 61.00, 61.00
64.00, 65.00, 0.00, 61.00, 61.50, 73.00, 65.50, 53.00, 67.50, 55.00, 64.00, 64.00
64.50, 70.50, 77.00, 0.00, 62.50, 77.50, 72.00, 60.50, 89.00, 74.00, 65.00, 65.00
71.00, 76.50, 74.00, 67.00, 0.00, 78.00, 65.00, 58.50, 77.00, 50.50, 58.00, 58.00
55.00, 70.00, 71.50, 74.50, 57.00, 0.00, 55.50, 54.00, 82.00, 48.00, 48.00, 48.00
63.50, 75.50, 75.50, 77.00, 77.00, 62.50, 0.00, 69.00, 85.50, 55.50, 61.67, 61.67
58.00, 79.50, 60.00, 56.50, 68.50, 53.00, 70.00, 0.00, 55.00, 59.00, 56.50, 56.50
0.00, 86.00, 79.50, 94.00, 87.00, 76.00, 86.50, 61.00, 0.00, 65.00, 77.00, 77.00
64.50, 76.00, 80.50, 68.00, 71.50, 64.00, 63.00, 75.00, 75.50, 0.00, 71.50, 71.50
60.50, 54.00, 90.50, 68.00, 68.00, 74.50, 67.00, 54.00, 87.00, 57.00, 0.00, 0.00
79.00, 86.50, 75.00, 76.33, 86.50, 86.00, 93.00, 62.50, 99.00, 88.00, 76.50, 76.50
