0.00, 0.00, 0.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.00
18.00, 0.00, 1.00, 34.00, 0.00, 4.00, 28.00, 0.00, 0.00, 2.00, 9.00, 10.00, 0.00, 1.00
16.00, 18.00, 0.00, 19.00, 25.00, 17.00, 18.00, 0.00, 0.00, 6.00, 12.00, 22.00, 12.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23.00, 2.00, 0.00, 20.00, 0.00, 7.00, 8.00, 11.00, 0.00, 0.00, 7.00, 6.00, 0.00, 0.00
5.00, 0.00, 0.00, 25.00, 0.00, 0.00, 21.00, 1.00, 0.00, 2.00, 4.00, 1.00, 0.00, 0.00
19.00, 5.00, 0.00, 0.00, 0.00, 3.00, 0.00, 16.00, 0.00, 9.00, 18.00, 0.00, 0.00, 0.00
1.00, 14.00, 1.00, 52.00, 0.00, 0.00, 0.00, 0.00, 4.00, 1.00, 5.00, 11.00, 0.00, 0.00
25.00, 22.00, 12.00, 17.00, 14.00, 19.00, 16.00, 10.00, 0.00, 17.00, 25.00, 12.00, 4.00, 0.00
4.00, 0.00, 2.00, 28.00, 13.00, 21.00, 0.00, 6.00, 0.00, 0.00, 0.00, 10.00, 0.00, 0.00
1.00, 0.00, 3.00, 6.00, 12.00, 0.00, 3.00, 0.00, 0.00, 14.00, 0.00, 0.00, 0.00, 0.00
5.00, 18.00, 11.00, 13.00, 0.00, 0.00, 16.00, 0.00, 0.00, 0.00, 16.00, 0.00, 0.00, 0.00
9.00, 12.00, 0.00, 30.00, 16.00, 32.00, 6.00, 13.00, 20.00, 28.00, 32.00, 4.00, 0.00, 0.00
20.00, 9.00, 8.00, 7.00, 7.00, 38.00, 29.00, 27.00, 23.00, 14.00, 20.00, 19.00, 11.00, 0.00
