0.00, 0.00, 12.00, 19.00, 5.00, 3.00, 11.00, 11.00, 7.00, 15.00, 19.00, 6.00, 0.00, 12.00, 0.00, 5.00
4.00, 0.00, 0.00, 2.00, 6.00, 0.00, 9.00, 1.00, 8.00, 5.00, 0.00, 12.00, 0.00, 0.00, 0.00, 6.00
0.00, 21.00, 0.00, 16.00, 45.00, 0.00, 0.00, 0.00, 0.00, 4.00, 12.00, 6.00, 0.00, 0.00, 0.00, 11.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
0.00, 0.00, 0.00, 7.00, 0.00, 0.00, 0.00, 0.00, 3.00, 0.00, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 28.00, 1.00, 22.00, 8.00, 0.00, 0.00, 3.00, 1.00, 0.00, 19.00, 0.00, 0.00, 0.00, 0.00, 0.00
1.00, 0.00, 2.00, 33.00, 36.00, 23.00, 0.00, 0.00, 7.00, 12.00, 3.00, 12.00, 0.00, 0.00, 8.00, 0.00
0.00, 0.00, 10.00, 13.00, 4.00, 5.00, 1.00, 0.00, 37.00, 5.00, 0.00, 18.00, 0.00, 5.00, 0.00, 5.00
0.00, 0.00, 3.00, 5.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00, 0.00, 0.00
0.00, 20.00, 0.00, 24.00, 17.00, 9.00, 0.00, 0.00, 3.00, 0.00, 3.00, 0.00, 0.00, 0.00, 12.00, 2.00
0.00, 21.00, 0.00, 15.00, 0.00, 0.00, 0.00, 5.00, 6.00, 0.00, 0.00, 9.00, 0.00, 3.00, 0.00, 0.00
0.00, 0.00, 0.00, 8.00, 30.00, 12.00, 0.00, 0.00, 37.00, 6.00, 0.00, 0.00, 0.00, 1.00, 0.00, 11.00
32.00, 35.00, 29.00, 9.00, 17.00, 8.00, 24.00, 8.00, 0.00, 10.00, 10.00, 17.00, 0.00, 0.00, 20.00, 0.00
0.00, 21.00, 1.00, 0.00, 19.00, 2.00, 8.00, 1.00, 6.00, 7.00, 0.00, 0.00, 10.00, 0.00, 8.00, 0.00
32.00, 7.00, 12.00, 27.00, 16.00, 27.00, 0.00, 27.00, 6.00, 11.00, 7.00, 9.00, 0.00, 0.00, 0.00, 4.00
15.00, 0.00, 5.00, 8.00, 13.00, 15.00, 7.00, 0.00, 13.00, 0.00, 2.00, 0.00, 11.00, 5.00, 0.00, 0.00
