0.00, 57.00, 83.50, 75.00, 84.00, 65.00, 86.00, 76.00, 62.00, 72.00, 59.00, 65.50, 66.00
54.00, 0.00, 87.00, 57.00, 74.50, 59.50, 74.00, 83.00, 61.00, 75.00, 75.00, 71.50, 65.00
71.00, 81.00, 0.00, 67.00, 73.00, 62.00, 52.00, 75.00, 72.00, 65.00, 72.00, 48.00, 63.00
65.00, 71.00, 81.50, 0.00, 70.50, 70.50, 73.00, 69.00, 73.00, 79.00, 76.00, 59.00, 68.67
67.00, 71.50, 68.50, 63.50, 0.00, 59.00, 89.00, 65.00, 69.00, 73.00, 80.00, 83.00, 57.00
53.00, 73.00, 64.00, 61.50, 57.00, 0.00, 67.00, 72.00, 49.00, 66.00, 67.50, 63.00, 89.00
79.00, 78.00, 90.00, 72.00, 84.00, 79.00, 0.00, 69.33, 55.00, 69.00, 67.00, 62.00, 80.00
78.50, 71.00, 78.00, 56.00, 62.50, 62.00, 65.33, 0.00, 66.00, 87.00, 55.50, 58.00, 52.00
60.50, 75.50, 79.50, 65.00, 60.00, 62.00, 58.00, 43.00, 0.00, 67.00, 77.00, 57.00, 57.67
69.00, 76.00, 76.00, 71.00, 85.00, 71.67, 73.00, 78.00, 73.00, 0.00, 61.00, 65.50, 67.00
69.67, 84.00, 87.00, 71.00, 84.00, 69.00, 67.50, 59.00, 62.00, 75.00, 0.00, 49.00, 67.00
67.00, 70.00, 70.00, 66.00, 88.00, 65.00, 64.00, 59.00, 77.00, 67.00, 65.00, 0.00, 60.00
80.00, 80.00, 80.50, 77.33, 71.00, 97.00, 75.00, 68.00, 69.33, 86.00, 61.50, 64.50, 0.00
