Year, specR 
1995,0.857142857142857
1996,0.857142857142857
1997,0.814865623513992
1998,0.816931885550639
1999,0.857142857142857
2000,0.857142857142857
2001,0.857142857142857
2002,0.857142857142857
2003,0.857142857142857
2004,0.661459402520200
2005,0.837517130389455
2006,0.804853513745080
2007,0.684131683057422
2008,0.804853513745080
2009,0.857142857142857
2010,0.708173511511469
2011,0.714285714285714
2012,0.714285714285715
