0.00, 64.00, 45.00, 10.00, 29.00, 0.00, 3.00, 20.00, 29.00, 29.00
0.00, 0.00, 34.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 34.00, 21.00, 0.00, 0.00, 0.00, 2.00, 0.00, 23.00, 23.00
0.00, 38.00, 15.00, 10.00, 0.00, 9.00, 3.00, 0.00, 8.00, 8.00
32.00, 31.00, 36.00, 4.00, 0.00, 0.00, 14.00, 25.00, 18.00, 18.00
0.00, 4.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 1.00, 22.00, 10.00, 16.00, 0.00, 23.00, 0.00, 25.00, 25.00
0.00, 7.00, 38.00, 0.00, 0.00, 0.00, 10.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 9.00, 3.00, 0.00, 0.00, 0.00
