0.00, 49.50, 58.50, 62.50, 43.00, 49.67, 66.00, 67.50, 63.00, 63.00
58.50, 0.00, 56.00, 65.50, 62.67, 57.00, 68.50, 72.00, 58.00, 58.00
73.00, 66.00, 0.00, 68.50, 67.50, 63.00, 79.00, 66.33, 65.00, 65.00
58.00, 64.00, 46.50, 0.00, 63.50, 82.50, 66.33, 65.50, 59.50, 59.50
52.00, 69.67, 59.00, 81.00, 0.00, 65.00, 84.00, 65.00, 62.50, 62.50
51.67, 55.00, 50.50, 63.00, 58.00, 0.00, 70.50, 67.00, 59.00, 59.00
78.50, 65.50, 71.00, 74.33, 90.50, 75.50, 0.00, 77.50, 81.00, 81.00
73.00, 64.00, 60.67, 62.50, 52.67, 67.00, 62.00, 0.00, 59.67, 59.67
63.50, 51.00, 57.00, 66.50, 53.00, 60.00, 70.00, 62.33, 0.00, 0.00
65.00, 68.50, 64.50, 63.67, 70.00, 65.67, 77.50, 72.00, 75.50, 75.50
