735596,20131229,     6,  1,  84,     7, -1,  66
735600,20140102,    11,  1,  74,     2, -1,  67
735600,20140102,     8, -1,  73,     4,  1,  65
735600,20140102,     7,  1,  65,    10, -1,  61
735600,20140102,     5,  1,  70,     1, -1,  55
735600,20140102,     3,  1,  87,     9, -1,  76
735602,20140104,     3,  1,  83,     2, -1,  72
735602,20140104,    11,  1,  79,     9, -1,  62
735602,20140104,     4,  1,  82,     1, -1,  70
735602,20140104,     5,  1,  68,     8, -1,  66
735602,20140104,     6,  1,  91,    10, -1,  55
735607,20140109,     8,  1,  75,     1, -1,  65
735607,20140109,     7,  1,  66,     3, -1,  62
735607,20140109,     2,  1,  69,     4, -1,  62
735607,20140109,     6,  1,  70,    11, -1,  51
735607,20140109,     5, -1,  79,     9,  1,  76
735609,20140111,    11, -1,  72,     7,  1,  60
735609,20140111,     2,  1,  77,     5, -1,  72
735609,20140111,     1, -1,  77,    10,  1,  49
735609,20140111,     6,  1,  82,     3, -1,  75
735609,20140111,     9,  1,  81,     4, -1,  78
735611,20140113,     8, -1,  70,    10,  1,  36
735614,20140116,     8,  1,  84,     2, -1,  65
735614,20140116,     4,  1,  84,     7, -1,  71
735614,20140116,     5,  1,  70,     6, -1,  55
735614,20140116,     3,  1,  60,    10, -1,  45
735614,20140116,     9, -1,  68,     1,  1,  64
735616,20140118,     8,  1,  77,     9, -1,  56
735616,20140118,     6, -1,  84,     4,  1,  73
735616,20140118,    11,  1,  65,    10, -1,  59
735616,20140118,     7, -1,  72,     5,  1,  69
735616,20140118,     1,  1,  75,     2, -1,  64
735618,20140120,    11,  1,  65,     3, -1,  59
735621,20140123,     7,  1,  82,     1, -1,  71
735621,20140123,     4, -1,  59,     3,  1,  54
735621,20140123,     2,  1,  90,    10, -1,  83
735621,20140123,     6,  1,  87,     8, -1,  72
735621,20140123,    11,  1,  86,     5, -1,  57
735623,20140125,     7,  1,  84,     8, -1,  68
735623,20140125,    11,  1,  68,     4, -1,  63
735623,20140125,     3,  1,  69,     5, -1,  64
735623,20140125,     6,  1,  72,     1, -1,  62
735623,20140125,     9,  1,  67,    10, -1,  64
735625,20140127,     9,  1,  92,     2, -1,  83
735628,20140130,    11, -1,  76,     8,  1,  67
735628,20140130,     4, -1,  69,    10,  1,  61
735628,20140130,     7, -1,  73,     2,  1,  61
735628,20140130,     1,  1,  84,     3, -1,  78
735628,20140130,     9,  1,  80,     6, -1,  57
735630,20140201,     8,  1,  67,     3, -1,  65
735630,20140201,     2,  1,  94,     6, -1,  90
735630,20140201,     5, -1,  54,    10,  1,  52
735630,20140201,     1,  1,  78,    11, -1,  75
735630,20140201,     9,  1,  70,     7, -1,  68
735632,20140203,     4, -1,  70,     5,  1,  66
735635,20140206,     2, -1,  79,     5,  1,  50
735635,20140206,     4,  1,  82,     9, -1,  76
735635,20140206,    11,  1,  84,     7, -1,  72
735635,20140206,     3,  1,  73,     6, -1,  70
735635,20140206,     1,  1,  87,     8, -1,  70
735637,20140208,     8,  1,  64,    10, -1,  57
735637,20140208,     4,  1,  82,     2, -1,  77
735637,20140208,     5,  1,  69,     9, -1,  64
735637,20140208,     7, -1,  80,     3,  1,  75
