0.00, 0.55, 0.52, 0.52, 0.52, 0.52, 0.52, 0.54, 0.51, 0.51
0.45, 0.00, 0.48, 0.47, 0.41, 0.52, 0.47, 0.47, 0.46, 0.46
0.48, 0.52, 0.00, 0.51, 0.49, 0.50, 0.50, 0.50, 0.51, 0.51
0.48, 0.53, 0.49, 0.00, 0.49, 0.50, 0.45, 0.43, 0.47, 0.47
0.48, 0.59, 0.51, 0.51, 0.00, 0.55, 0.55, 0.55, 0.47, 0.47
0.48, 0.48, 0.50, 0.50, 0.45, 0.00, 0.49, 0.48, 0.52, 0.52
0.48, 0.53, 0.50, 0.55, 0.45, 0.51, 0.00, 0.57, 0.48, 0.48
0.46, 0.53, 0.50, 0.57, 0.45, 0.52, 0.43, 0.00, 0.48, 0.48
0.49, 0.54, 0.49, 0.53, 0.53, 0.48, 0.52, 0.52, 0.00, 0.00
0.48, 0.54, 0.53, 0.54, 0.51, 0.52, 0.57, 0.51, 0.57, 0.57
