0.00, 0.00, 1.00, 0.00, 0.00, 11.00, 0.00, 19.00, 5.00, 32.00, 32.00
33.00, 0.00, 10.00, 2.00, 6.00, 0.00, 0.00, 0.00, 18.00, 4.00, 4.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 12.00, 0.00, 0.00, 0.00, 0.00
11.00, 14.00, 32.00, 0.00, 0.00, 0.00, 15.00, 0.00, 0.00, 8.00, 8.00
33.00, 25.00, 46.00, 12.00, 0.00, 26.00, 18.00, 25.00, 19.00, 0.00, 0.00
6.00, 26.00, 11.00, 7.00, 0.00, 0.00, 4.00, 0.00, 14.00, 2.00, 2.00
12.00, 5.00, 47.00, 0.00, 4.00, 0.00, 0.00, 3.00, 0.00, 0.00, 0.00
0.00, 22.00, 46.00, 15.00, 3.00, 18.00, 25.00, 0.00, 8.00, 5.00, 5.00
2.00, 0.00, 19.00, 14.00, 0.00, 0.00, 6.00, 0.00, 0.00, 4.00, 4.00
0.00, 18.00, 26.00, 0.00, 7.00, 7.00, 9.00, 0.00, 25.00, 0.00, 0.00
1.00, 0.00, 15.00, 0.00, 13.00, 0.00, 0.00, 16.00, 6.00, 19.00, 19.00
