0.00, 104.50, 81.00, 58.50, 73.00, 66.33, 68.50, 76.00, 70.33, 70.33
81.50, 0.00, 71.50, 82.00, 73.67, 80.00, 79.00, 86.50, 94.50, 94.50
73.00, 84.00, 0.00, 78.00, 74.33, 87.50, 77.00, 79.50, 82.50, 82.50
62.00, 90.50, 75.00, 0.00, 75.00, 72.00, 75.00, 76.50, 62.00, 62.00
64.00, 83.33, 67.33, 71.50, 0.00, 77.00, 73.00, 77.50, 72.50, 72.50
58.67, 94.50, 83.50, 61.00, 60.00, 0.00, 77.50, 80.33, 77.50, 77.50
69.50, 97.00, 74.00, 67.67, 68.00, 84.00, 0.00, 78.50, 76.00, 76.00
62.00, 93.00, 55.50, 56.50, 74.50, 78.33, 77.00, 0.00, 56.00, 56.00
64.67, 96.50, 71.50, 66.50, 79.00, 72.00, 70.50, 71.00, 0.00, 0.00
65.50, 92.50, 76.50, 69.50, 74.00, 73.50, 74.00, 78.50, 72.00, 72.00
