0.00, 26.00, 0.00, 0.00, 0.00, 10.00, 20.00, 7.00, 3.00, 21.00, 9.00, 1.00
3.00, 0.00, 18.00, 0.00, 0.00, 4.00, 34.00, 0.00, 7.00, 0.00, 9.00, 0.00
3.00, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 15.00, 0.00, 0.00, 0.00, 6.00
13.00, 30.00, 19.00, 0.00, 0.00, 10.00, 28.00, 9.00, 4.00, 22.00, 10.00, 34.00
61.00, 26.00, 47.00, 44.00, 0.00, 6.00, 45.00, 62.00, 20.00, 32.00, 19.00, 18.00
3.00, 24.00, 4.00, 0.00, 0.00, 0.00, 18.00, 5.00, 12.00, 27.00, 20.00, 7.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 4.00, 8.00, 0.00, 4.00
0.00, 2.00, 21.00, 4.00, 13.00, 0.00, 17.00, 0.00, 0.00, 6.00, 6.00, 16.00
4.00, 0.00, 16.00, 5.00, 0.00, 0.00, 11.00, 9.00, 0.00, 4.00, 4.00, 7.00
0.00, 40.00, 30.00, 0.00, 0.00, 0.00, 23.00, 0.00, 2.00, 0.00, 0.00, 19.00
6.00, 9.00, 32.00, 0.00, 0.00, 0.00, 14.00, 9.00, 2.00, 5.00, 0.00, 1.00
0.00, 20.00, 7.00, 0.00, 0.00, 10.00, 13.00, 24.00, 0.00, 9.00, 0.00, 0.00
