0.00, 30.00, 0.00, 22.00, 0.00, 0.00, 17.00, 14.00, 14.00, 10.00, 0.00, 0.00, 10.00
37.00, 0.00, 0.00, 20.00, 31.00, 38.00, 14.00, 0.00, 21.00, 0.00, 0.00, 24.00, 16.00
0.00, 0.00, 0.00, 26.00, 17.00, 0.00, 6.00, 21.00, 0.00, 25.00, 27.00, 14.00, 7.00
14.00, 3.00, 28.00, 0.00, 0.00, 17.00, 0.00, 9.00, 14.00, 17.00, 0.00, 0.00, 0.00
0.00, 17.00, 14.00, 0.00, 0.00, 52.00, 0.00, 20.00, 7.00, 0.00, 10.00, 31.00, 26.00
0.00, 41.00, 0.00, 21.00, 14.00, 0.00, 0.00, 21.00, 3.00, 17.00, 0.00, 7.00, 30.00
28.00, 33.00, 30.00, 0.00, 0.00, 0.00, 0.00, 21.00, 0.00, 28.00, 10.00, 21.00, 3.00
19.00, 0.00, 24.00, 21.00, 27.00, 28.00, 27.00, 0.00, 26.00, 13.00, 23.00, 0.00, 0.00
50.00, 59.00, 0.00, 45.00, 33.00, 71.00, 0.00, 21.00, 0.00, 0.00, 31.00, 65.00, 28.00
38.00, 0.00, 49.00, 34.00, 0.00, 30.00, 6.00, 34.00, 0.00, 0.00, 31.00, 13.00, 0.00
30.00, 0.00, 28.00, 42.00, 13.00, 0.00, 28.00, 3.00, 17.00, 23.00, 0.00, 0.00, 0.00
0.00, 31.00, 33.00, 0.00, 42.00, 42.00, 34.00, 0.00, 30.00, 20.00, 0.00, 0.00, 37.00
56.00, 45.00, 41.00, 0.00, 22.00, 45.00, 38.00, 0.00, 21.00, 0.00, 0.00, 24.00, 0.00
