0.00, 0.00, 0.00, 10.00, 22.00, 23.00, 3.00, 3.00, 0.00, 20.00, 3.00, 0.00, 19.00
0.00, 0.00, 0.00, 28.00, 31.00, 33.00, 0.00, 0.00, 38.00, 23.00, 0.00, 28.00, 35.00
0.00, 0.00, 0.00, 42.00, 0.00, 0.00, 15.00, 37.00, 14.00, 28.00, 13.00, 21.00, 21.00
51.00, 25.00, 28.00, 0.00, 0.00, 17.00, 0.00, 13.00, 30.00, 38.00, 0.00, 0.00, 0.00
23.00, 27.00, 0.00, 0.00, 0.00, 28.00, 21.00, 0.00, 48.00, 28.00, 0.00, 17.00, 14.00
31.00, 31.00, 0.00, 30.00, 35.00, 0.00, 22.00, 0.00, 12.00, 0.00, 0.00, 16.00, 14.00
35.00, 0.00, 27.00, 0.00, 24.00, 28.00, 0.00, 3.00, 10.00, 10.00, 16.00, 0.00, 0.00
35.00, 0.00, 23.00, 41.00, 0.00, 0.00, 9.00, 0.00, 0.00, 14.00, 21.00, 28.00, 21.00
0.00, 41.00, 45.00, 31.00, 41.00, 18.00, 40.00, 0.00, 0.00, 23.00, 0.00, 63.00, 51.00
37.00, 20.00, 29.00, 37.00, 43.00, 0.00, 17.00, 21.00, 20.00, 0.00, 35.00, 0.00, 0.00
41.00, 42.00, 10.00, 34.00, 0.00, 0.00, 34.00, 24.00, 0.00, 31.00, 0.00, 13.00, 0.00
0.00, 45.00, 28.00, 0.00, 44.00, 54.00, 0.00, 49.00, 60.00, 0.00, 36.00, 0.00, 66.00
68.00, 45.00, 45.00, 0.00, 44.00, 10.00, 0.00, 24.00, 22.00, 0.00, 0.00, 63.00, 0.00
