0.00, 0.50, 0.47, 0.50, 0.50, 0.44, 0.51, 0.51, 0.43, 0.43
0.50, 0.00, 0.51, 0.50, 0.52, 0.47, 0.50, 0.50, 0.43, 0.43
0.53, 0.49, 0.00, 0.48, 0.56, 0.48, 0.48, 0.48, 0.50, 0.50
0.50, 0.50, 0.52, 0.00, 0.50, 0.48, 0.51, 0.53, 0.50, 0.50
0.50, 0.48, 0.44, 0.50, 0.00, 0.45, 0.49, 0.47, 0.46, 0.46
0.56, 0.53, 0.52, 0.52, 0.55, 0.00, 0.56, 0.59, 0.54, 0.54
0.49, 0.50, 0.52, 0.49, 0.51, 0.44, 0.00, 0.47, 0.49, 0.49
0.49, 0.50, 0.52, 0.47, 0.53, 0.41, 0.53, 0.00, 0.48, 0.48
0.57, 0.57, 0.50, 0.50, 0.54, 0.46, 0.51, 0.52, 0.00, 0.00
0.55, 0.56, 0.56, 0.53, 0.62, 0.52, 0.53, 0.52, 0.53, 0.53
