0.00, 60.50, 84.00, 54.50, 64.00, 71.00, 79.00, 69.00, 61.50, 68.50, 68.50
50.00, 0.00, 70.00, 74.50, 83.00, 61.50, 72.50, 64.00, 57.50, 57.00, 57.00
72.50, 77.50, 0.00, 72.50, 66.33, 52.00, 70.50, 58.00, 51.00, 59.50, 59.50
56.00, 67.00, 81.00, 0.00, 65.50, 67.00, 67.50, 59.33, 70.50, 57.00, 57.00
61.50, 84.00, 67.67, 60.00, 0.00, 62.00, 68.00, 61.00, 61.67, 65.67, 65.67
62.00, 62.00, 65.50, 66.00, 55.00, 0.00, 67.67, 66.50, 63.00, 65.50, 65.50
67.00, 81.50, 81.50, 70.00, 64.50, 71.00, 0.00, 59.00, 46.50, 69.00, 69.00
81.00, 83.50, 71.50, 66.00, 71.00, 74.50, 62.50, 0.00, 74.00, 75.00, 75.00
54.00, 65.00, 65.00, 65.50, 61.33, 66.00, 65.50, 62.33, 0.00, 65.00, 65.00
78.00, 69.50, 70.00, 80.00, 69.67, 70.00, 82.00, 70.00, 73.00, 0.00, 0.00
68.50, 73.00, 62.00, 59.50, 71.50, 68.00, 78.00, 68.00, 53.67, 64.00, 64.00
