0.00, 0.49, 0.43, 0.49, 0.48, 0.48, 0.38, 0.47, 0.46, 0.49, 0.47, 0.49, 0.47, 0.55, 0.55
0.51, 0.00, 0.52, 0.47, 0.52, 0.51, 0.52, 0.57, 0.43, 0.48, 0.42, 0.44, 0.48, 0.53, 0.53
0.57, 0.48, 0.00, 0.58, 0.58, 0.51, 0.59, 0.57, 0.50, 0.49, 0.55, 0.51, 0.49, 0.58, 0.58
0.51, 0.53, 0.42, 0.00, 0.53, 0.52, 0.51, 0.49, 0.48, 0.51, 0.52, 0.44, 0.45, 0.58, 0.58
0.52, 0.48, 0.42, 0.47, 0.00, 0.44, 0.43, 0.49, 0.45, 0.50, 0.48, 0.52, 0.41, 0.55, 0.55
0.52, 0.49, 0.49, 0.48, 0.56, 0.00, 0.51, 0.46, 0.46, 0.53, 0.46, 0.49, 0.49, 0.57, 0.57
0.62, 0.48, 0.41, 0.49, 0.57, 0.49, 0.00, 0.50, 0.53, 0.53, 0.48, 0.46, 0.38, 0.49, 0.49
0.53, 0.43, 0.43, 0.51, 0.51, 0.54, 0.50, 0.00, 0.48, 0.52, 0.49, 0.50, 0.37, 0.53, 0.53
0.54, 0.57, 0.50, 0.52, 0.55, 0.54, 0.47, 0.52, 0.00, 0.52, 0.50, 0.44, 0.45, 0.52, 0.52
0.51, 0.52, 0.51, 0.49, 0.50, 0.47, 0.47, 0.48, 0.48, 0.00, 0.49, 0.47, 0.42, 0.53, 0.53
0.53, 0.58, 0.45, 0.48, 0.52, 0.54, 0.52, 0.51, 0.50, 0.51, 0.00, 0.48, 0.48, 0.52, 0.52
0.51, 0.56, 0.49, 0.56, 0.48, 0.51, 0.54, 0.50, 0.56, 0.53, 0.52, 0.00, 0.43, 0.58, 0.58
0.53, 0.52, 0.51, 0.55, 0.59, 0.51, 0.62, 0.63, 0.55, 0.58, 0.52, 0.57, 0.00, 0.55, 0.55
0.45, 0.47, 0.42, 0.42, 0.45, 0.43, 0.51, 0.47, 0.48, 0.47, 0.48, 0.42, 0.45, 0.00, 0.00
0.47, 0.49, 0.48, 0.47, 0.47, 0.46, 0.45, 0.48, 0.46, 0.53, 0.42, 0.46, 0.41, 0.52, 0.52
