0.00, 0.43, 0.42, 0.47, 0.51, 0.47, 0.49, 0.56, 0.45, 0.46, 0.49, 0.46, 0.44, 0.53, 0.53
0.57, 0.00, 0.42, 0.50, 0.49, 0.47, 0.45, 0.51, 0.40, 0.47, 0.53, 0.55, 0.39, 0.58, 0.58
0.58, 0.58, 0.00, 0.51, 0.52, 0.55, 0.45, 0.53, 0.51, 0.52, 0.55, 0.55, 0.52, 0.51, 0.51
0.53, 0.50, 0.49, 0.00, 0.52, 0.42, 0.50, 0.47, 0.49, 0.43, 0.50, 0.45, 0.44, 0.53, 0.53
0.49, 0.51, 0.48, 0.48, 0.00, 0.50, 0.58, 0.50, 0.39, 0.48, 0.48, 0.49, 0.33, 0.49, 0.49
0.53, 0.53, 0.45, 0.58, 0.50, 0.00, 0.52, 0.50, 0.50, 0.45, 0.55, 0.46, 0.49, 0.55, 0.55
0.51, 0.55, 0.55, 0.50, 0.42, 0.48, 0.00, 0.52, 0.47, 0.48, 0.52, 0.52, 0.47, 0.57, 0.57
0.44, 0.49, 0.47, 0.53, 0.50, 0.50, 0.48, 0.00, 0.53, 0.49, 0.56, 0.55, 0.47, 0.57, 0.57
0.55, 0.60, 0.49, 0.51, 0.61, 0.50, 0.53, 0.47, 0.00, 0.49, 0.46, 0.53, 0.49, 0.56, 0.56
0.54, 0.53, 0.48, 0.57, 0.52, 0.55, 0.52, 0.51, 0.51, 0.00, 0.49, 0.48, 0.47, 0.59, 0.59
0.51, 0.47, 0.45, 0.50, 0.52, 0.45, 0.48, 0.44, 0.54, 0.51, 0.00, 0.52, 0.45, 0.49, 0.49
0.54, 0.45, 0.45, 0.55, 0.51, 0.54, 0.48, 0.45, 0.47, 0.52, 0.48, 0.00, 0.44, 0.51, 0.51
0.56, 0.61, 0.48, 0.56, 0.67, 0.51, 0.53, 0.53, 0.51, 0.53, 0.55, 0.56, 0.00, 0.53, 0.53
0.47, 0.42, 0.49, 0.47, 0.51, 0.45, 0.43, 0.43, 0.44, 0.41, 0.51, 0.49, 0.47, 0.00, 0.00
0.44, 0.49, 0.41, 0.48, 0.49, 0.47, 0.51, 0.48, 0.45, 0.46, 0.51, 0.49, 0.41, 0.50, 0.50
