0.00, 76.00, 89.00, 78.50, 83.50, 69.00, 75.00, 78.50, 66.00, 76.00, 81.00, 74.00, 58.00, 80.00, 77.00
82.00, 0.00, 57.00, 77.50, 73.50, 74.00, 72.00, 77.50, 80.50, 67.00, 72.00, 52.00, 47.00, 58.00, 75.00
84.00, 66.00, 0.00, 100.00, 80.00, 82.00, 83.00, 85.00, 73.67, 88.00, 84.00, 64.50, 63.00, 68.50, 86.50
80.00, 72.00, 93.00, 0.00, 88.00, 74.33, 88.50, 72.00, 81.00, 69.00, 88.00, 101.00, 55.00, 91.00, 72.00
74.50, 68.50, 69.00, 77.00, 0.00, 54.00, 64.00, 78.00, 66.00, 59.50, 69.00, 55.00, 51.00, 56.00, 63.00
77.00, 69.00, 56.00, 77.00, 77.00, 0.00, 75.00, 69.00, 76.00, 82.00, 85.50, 73.00, 62.67, 84.50, 96.00
74.50, 63.00, 75.00, 87.00, 54.00, 78.00, 0.00, 86.00, 78.00, 77.00, 68.00, 55.00, 50.00, 76.50, 87.00
84.50, 70.00, 96.00, 92.00, 75.00, 76.00, 81.00, 0.00, 92.00, 67.00, 72.00, 74.00, 51.00, 75.00, 81.00
96.00, 82.50, 73.33, 80.00, 80.00, 93.00, 85.00, 93.50, 0.00, 76.00, 96.00, 78.00, 56.00, 69.00, 73.00
90.00, 58.00, 68.00, 84.00, 60.50, 78.00, 74.00, 73.00, 67.00, 0.00, 70.00, 51.00, 57.00, 73.00, 76.00
58.00, 48.00, 53.00, 75.00, 54.00, 55.50, 55.00, 68.00, 65.00, 60.00, 0.00, 50.00, 37.00, 67.00, 57.00
75.50, 55.00, 54.50, 90.00, 51.00, 78.00, 62.00, 70.00, 66.50, 49.00, 59.50, 0.00, 52.50, 68.00, 72.67
59.00, 62.50, 65.00, 59.00, 64.50, 72.00, 59.00, 68.00, 66.00, 62.00, 66.00, 63.50, 0.00, 69.00, 59.00
85.00, 65.00, 58.00, 82.00, 76.00, 77.00, 71.50, 85.00, 80.00, 72.50, 81.00, 56.00, 56.50, 0.00, 83.00
71.00, 67.00, 70.50, 76.00, 67.50, 77.00, 81.00, 73.50, 69.00, 71.00, 63.00, 69.00, 49.00, 75.00, 0.00
