0.00, 0.46, 0.41, 0.51, 0.49, 0.50, 0.53, 0.43, 0.46, 0.48, 0.50, 0.47, 0.40, 0.46, 0.46
0.54, 0.00, 0.44, 0.46, 0.58, 0.50, 0.50, 0.49, 0.49, 0.51, 0.55, 0.51, 0.41, 0.54, 0.54
0.59, 0.56, 0.00, 0.52, 0.55, 0.51, 0.60, 0.55, 0.47, 0.58, 0.55, 0.52, 0.52, 0.49, 0.49
0.49, 0.54, 0.48, 0.00, 0.57, 0.52, 0.53, 0.52, 0.43, 0.53, 0.45, 0.56, 0.49, 0.52, 0.52
0.51, 0.42, 0.45, 0.43, 0.00, 0.39, 0.45, 0.51, 0.41, 0.48, 0.53, 0.55, 0.39, 0.48, 0.48
0.50, 0.50, 0.49, 0.48, 0.61, 0.00, 0.55, 0.52, 0.50, 0.57, 0.53, 0.42, 0.47, 0.53, 0.53
0.47, 0.50, 0.40, 0.47, 0.55, 0.45, 0.00, 0.49, 0.48, 0.57, 0.55, 0.42, 0.45, 0.45, 0.45
0.57, 0.51, 0.45, 0.48, 0.49, 0.48, 0.51, 0.00, 0.47, 0.51, 0.51, 0.56, 0.46, 0.34, 0.34
0.54, 0.51, 0.53, 0.57, 0.59, 0.50, 0.52, 0.53, 0.00, 0.52, 0.59, 0.52, 0.47, 0.56, 0.56
0.52, 0.49, 0.42, 0.47, 0.52, 0.43, 0.43, 0.49, 0.48, 0.00, 0.49, 0.46, 0.44, 0.46, 0.46
0.50, 0.45, 0.45, 0.55, 0.47, 0.47, 0.45, 0.49, 0.41, 0.51, 0.00, 0.46, 0.40, 0.48, 0.48
0.53, 0.49, 0.48, 0.44, 0.45, 0.58, 0.58, 0.44, 0.48, 0.54, 0.54, 0.00, 0.40, 0.42, 0.42
0.60, 0.59, 0.48, 0.51, 0.61, 0.53, 0.55, 0.54, 0.53, 0.56, 0.60, 0.60, 0.00, 0.55, 0.55
0.54, 0.46, 0.51, 0.48, 0.52, 0.47, 0.55, 0.66, 0.44, 0.54, 0.52, 0.58, 0.45, 0.00, 0.00
0.48, 0.37, 0.46, 0.45, 0.46, 0.40, 0.48, 0.48, 0.38, 0.52, 0.51, 0.41, 0.40, 0.45, 0.45
