0.00, 66.00, 55.00, 87.00, 78.00, 68.00, 64.00, 63.50, 66.00, 69.50, 68.00, 63.50, 56.00, 66.00, 65.00
76.00, 0.00, 68.00, 66.00, 68.50, 55.00, 64.00, 62.50, 79.00, 64.00, 72.00, 60.00, 43.00, 59.00, 64.00
80.00, 87.00, 0.00, 76.50, 66.00, 71.00, 87.00, 94.00, 72.00, 83.00, 79.00, 83.33, 76.50, 73.50, 79.00
82.00, 77.00, 70.50, 0.00, 64.00, 80.00, 73.00, 78.00, 59.00, 68.00, 62.00, 80.00, 60.50, 69.00, 76.50
81.00, 51.00, 53.00, 48.00, 0.00, 51.00, 65.00, 63.00, 54.00, 64.33, 73.00, 73.00, 51.00, 58.50, 92.00
69.50, 56.00, 69.00, 75.00, 79.00, 0.00, 90.00, 84.00, 74.00, 75.00, 76.00, 49.00, 60.00, 72.00, 82.00
57.00, 65.00, 57.00, 64.00, 80.00, 73.00, 0.00, 82.00, 80.50, 62.00, 76.00, 53.00, 46.00, 65.33, 76.67
81.00, 64.00, 78.00, 73.00, 61.00, 77.00, 87.00, 0.00, 89.00, 77.00, 82.50, 73.00, 60.50, 24.00, 80.50
79.00, 81.00, 80.00, 77.00, 77.00, 74.67, 86.50, 101.50, 0.00, 75.00, 85.00, 93.00, 61.00, 103.00, 95.00
74.00, 62.00, 61.00, 61.00, 69.33, 57.00, 47.00, 73.00, 69.00, 0.00, 53.00, 62.00, 54.50, 62.50, 68.00
68.50, 58.50, 64.00, 75.00, 65.00, 70.00, 63.00, 78.00, 60.00, 56.00, 0.00, 59.33, 49.00, 64.00, 76.00
72.00, 58.00, 77.33, 62.00, 59.00, 69.00, 73.00, 58.00, 85.00, 72.00, 70.67, 0.00, 53.00, 56.00, 79.00
83.00, 63.00, 70.50, 62.00, 81.00, 68.50, 56.00, 71.00, 69.00, 71.00, 73.00, 79.00, 0.00, 72.50, 68.00
77.00, 51.00, 75.00, 63.50, 64.00, 64.00, 79.00, 47.00, 82.00, 74.00, 70.00, 78.00, 58.50, 0.00, 87.00
61.00, 37.00, 67.50, 61.50, 79.00, 54.00, 70.67, 72.50, 57.00, 75.00, 78.00, 54.00, 45.00, 71.00, 0.00
