0.00, 0.44, 0.44, 0.45, 0.48, 0.37, 0.44, 0.50, 0.45, 0.39, 0.42, 0.42, 0.44, 0.44, 0.44
0.56, 0.00, 0.52, 0.49, 0.51, 0.52, 0.54, 0.49, 0.46, 0.48, 0.55, 0.50, 0.47, 0.49, 0.49
0.56, 0.48, 0.00, 0.55, 0.53, 0.50, 0.46, 0.52, 0.49, 0.49, 0.45, 0.49, 0.50, 0.59, 0.59
0.55, 0.51, 0.45, 0.00, 0.48, 0.44, 0.47, 0.52, 0.46, 0.58, 0.49, 0.49, 0.53, 0.47, 0.47
0.52, 0.49, 0.47, 0.52, 0.00, 0.49, 0.48, 0.52, 0.48, 0.49, 0.50, 0.49, 0.47, 0.50, 0.50
0.63, 0.48, 0.50, 0.56, 0.51, 0.00, 0.47, 0.52, 0.52, 0.48, 0.56, 0.55, 0.42, 0.52, 0.52
0.56, 0.46, 0.54, 0.53, 0.52, 0.53, 0.00, 0.45, 0.43, 0.55, 0.51, 0.56, 0.49, 0.51, 0.51
0.50, 0.51, 0.48, 0.48, 0.48, 0.48, 0.55, 0.00, 0.46, 0.46, 0.56, 0.47, 0.42, 0.48, 0.48
0.55, 0.54, 0.51, 0.54, 0.52, 0.48, 0.57, 0.54, 0.00, 0.55, 0.56, 0.54, 0.50, 0.52, 0.52
0.61, 0.52, 0.51, 0.42, 0.51, 0.52, 0.45, 0.54, 0.45, 0.00, 0.49, 0.45, 0.46, 0.51, 0.51
0.58, 0.45, 0.55, 0.51, 0.50, 0.44, 0.49, 0.44, 0.44, 0.51, 0.00, 0.53, 0.44, 0.52, 0.52
0.58, 0.50, 0.51, 0.51, 0.51, 0.45, 0.44, 0.53, 0.46, 0.55, 0.47, 0.00, 0.50, 0.53, 0.53
0.56, 0.53, 0.50, 0.47, 0.53, 0.58, 0.51, 0.58, 0.50, 0.54, 0.56, 0.50, 0.00, 0.54, 0.54
0.56, 0.51, 0.41, 0.53, 0.50, 0.48, 0.49, 0.52, 0.48, 0.49, 0.48, 0.47, 0.46, 0.00, 0.00
0.61, 0.45, 0.46, 0.44, 0.48, 0.47, 0.45, 0.49, 0.45, 0.44, 0.49, 0.40, 0.50, 0.49, 0.49
