0.00, 52.00, 64.00, 64.00, 71.00, 47.00, 53.00, 72.00, 63.50, 51.50, 61.00, 50.50, 47.00, 56.00, 56.00
65.50, 0.00, 68.00, 74.50, 74.67, 66.00, 76.00, 74.00, 69.00, 83.00, 73.00, 74.00, 59.50, 57.00, 57.00
81.00, 63.00, 0.00, 80.00, 80.00, 68.00, 69.00, 89.33, 73.00, 85.00, 62.00, 62.00, 63.00, 82.00, 82.00
80.00, 75.50, 65.00, 0.00, 80.00, 65.00, 62.00, 81.00, 90.00, 77.00, 72.00, 75.00, 69.00, 79.00, 79.00
76.00, 71.67, 71.00, 86.00, 0.00, 62.00, 68.00, 90.00, 78.00, 63.50, 73.50, 57.00, 60.00, 77.00, 77.00
79.00, 62.00, 68.00, 84.00, 65.50, 0.00, 65.00, 77.00, 71.00, 66.00, 63.00, 72.00, 46.50, 91.00, 91.00
67.00, 65.00, 80.00, 69.50, 75.00, 73.00, 0.00, 69.00, 71.00, 73.50, 65.00, 64.00, 63.33, 71.67, 71.67
73.00, 77.00, 82.33, 75.50, 83.00, 72.00, 85.00, 0.00, 61.50, 75.00, 78.00, 66.00, 53.00, 68.00, 68.00
78.50, 80.00, 74.50, 106.00, 86.00, 65.00, 96.00, 73.50, 0.00, 80.67, 86.50, 80.67, 67.50, 75.00, 75.00
79.00, 89.00, 89.50, 56.00, 67.00, 71.00, 60.00, 89.00, 67.00, 0.00, 82.00, 66.00, 66.00, 83.00, 83.00
84.00, 60.00, 76.00, 74.00, 74.00, 50.50, 63.00, 61.00, 67.50, 86.00, 0.00, 70.00, 50.00, 75.50, 75.50
68.50, 73.00, 64.00, 79.00, 60.00, 58.00, 51.00, 75.00, 69.67, 81.00, 61.33, 0.00, 66.50, 68.00, 68.00
61.00, 66.50, 62.00, 62.00, 68.00, 65.50, 66.67, 73.00, 68.00, 77.00, 64.00, 67.50, 0.00, 67.50, 67.50
71.00, 60.00, 58.00, 89.50, 78.00, 83.00, 69.33, 73.00, 70.00, 81.00, 68.00, 60.00, 59.50, 0.00, 0.00
74.00, 62.00, 73.00, 71.00, 66.00, 57.00, 63.00, 79.00, 68.00, 60.00, 96.00, 55.00, 71.00, 82.50, 82.50
