0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.00, 0.00, 0.00, 0.00, 15.00, 0.00, 0.00, 0.00
14.00, 0.00, 0.00, 0.00, 12.00, 0.00, 0.00, 18.00, 0.00, 0.00, 7.00, 0.00, 0.00, 0.00, 0.00
11.00, 9.00, 0.00, 5.00, 53.00, 4.00, 12.00, 0.00, 18.00, 16.00, 8.00, 0.00, 10.00, 0.00, 0.00
32.00, 50.00, 16.00, 0.00, 0.00, 5.00, 27.00, 24.00, 0.00, 3.00, 0.00, 0.00, 2.00, 21.00, 21.00
11.00, 12.00, 0.00, 22.00, 0.00, 0.00, 0.00, 10.00, 12.00, 2.00, 9.00, 6.00, 0.00, 0.00, 0.00
23.00, 32.00, 9.00, 0.00, 15.00, 0.00, 5.00, 25.00, 0.00, 7.00, 60.00, 24.00, 0.00, 4.00, 4.00
1.00, 6.00, 5.00, 0.00, 9.00, 0.00, 0.00, 23.00, 15.00, 0.00, 26.00, 5.00, 6.00, 6.00, 6.00
0.00, 0.00, 2.00, 0.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 0.00, 0.00, 26.00, 26.00
8.00, 3.00, 7.00, 13.00, 0.00, 11.00, 25.00, 75.00, 0.00, 7.00, 20.00, 17.00, 24.00, 19.00, 19.00
24.00, 5.00, 0.00, 16.00, 4.00, 7.00, 5.00, 9.00, 0.00, 0.00, 1.00, 18.00, 13.00, 5.00, 5.00
11.00, 0.00, 0.00, 14.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 12.00, 0.00, 0.00
23.00, 1.00, 3.00, 10.00, 29.00, 0.00, 15.00, 7.00, 0.00, 0.00, 11.00, 0.00, 4.00, 0.00, 0.00
17.00, 4.00, 0.00, 0.00, 13.00, 24.00, 0.00, 15.00, 10.00, 17.00, 37.00, 0.00, 0.00, 23.00, 23.00
22.00, 2.00, 14.00, 0.00, 1.00, 0.00, 5.00, 0.00, 0.00, 0.00, 3.00, 10.00, 2.00, 0.00, 0.00
32.00, 0.00, 0.00, 0.00, 12.00, 7.00, 17.00, 35.00, 0.00, 0.00, 4.00, 0.00, 0.00, 5.00, 5.00
