0.00, 60.00, 68.00, 70.00, 67.00, 80.00, 42.00, 68.00, 71.00, 71.00, 59.00, 60.50, 67.00, 69.00, 69.00
62.00, 0.00, 67.00, 47.00, 59.00, 77.00, 58.00, 73.00, 61.00, 64.00, 60.50, 44.00, 58.00, 56.00, 56.00
89.00, 61.00, 0.00, 78.00, 73.50, 69.00, 67.00, 85.00, 79.50, 77.00, 80.00, 77.50, 66.00, 66.00, 66.00
74.00, 52.50, 56.00, 0.00, 81.00, 74.33, 68.00, 70.00, 75.00, 76.00, 71.00, 58.00, 55.67, 70.00, 70.00
71.67, 53.67, 54.00, 71.00, 0.00, 61.00, 42.00, 78.00, 65.00, 68.00, 74.00, 67.00, 45.00, 62.00, 62.00
88.00, 73.00, 67.00, 69.67, 77.00, 0.00, 74.00, 56.00, 63.00, 74.00, 69.00, 55.00, 64.00, 72.00, 72.00
69.00, 54.00, 46.00, 65.00, 56.00, 71.00, 0.00, 66.00, 63.00, 71.00, 55.00, 48.00, 40.00, 54.00, 54.00
78.00, 56.00, 63.50, 74.00, 80.00, 65.00, 64.33, 0.00, 77.00, 77.00, 68.00, 60.50, 45.00, 71.00, 71.00
82.00, 80.00, 77.50, 81.00, 78.00, 75.00, 57.00, 84.50, 0.00, 68.00, 75.00, 45.00, 61.00, 60.00, 60.00
74.50, 68.00, 79.00, 74.00, 67.00, 66.00, 64.00, 70.00, 61.50, 0.00, 81.00, 55.00, 51.00, 70.00, 70.00
66.00, 79.50, 65.00, 66.00, 81.00, 81.00, 59.00, 70.50, 75.50, 85.00, 0.00, 55.00, 46.50, 62.00, 62.00
64.00, 57.00, 75.50, 74.00, 62.00, 57.00, 56.50, 59.50, 57.00, 61.00, 58.50, 0.00, 56.00, 72.00, 72.00
77.00, 63.00, 68.50, 68.00, 64.00, 65.00, 65.00, 76.00, 76.00, 69.00, 49.50, 75.00, 0.00, 61.00, 61.00
55.50, 49.00, 48.00, 50.00, 51.00, 53.50, 55.33, 64.00, 56.00, 63.00, 57.00, 52.00, 49.00, 0.00, 0.00
72.00, 57.50, 72.50, 60.00, 70.00, 60.00, 56.00, 68.50, 72.50, 73.00, 60.00, 57.00, 51.00, 83.00, 83.00
