0.00, 0.45, 0.47, 0.41, 0.45, 0.43, 0.50, 0.53, 0.48, 0.46, 0.46, 0.48, 0.43, 0.47, 0.47
0.55, 0.00, 0.48, 0.43, 0.50, 0.39, 0.48, 0.53, 0.49, 0.48, 0.53, 0.50, 0.49, 0.50, 0.50
0.53, 0.52, 0.00, 0.48, 0.66, 0.49, 0.51, 0.49, 0.51, 0.53, 0.53, 0.49, 0.54, 0.46, 0.46
0.59, 0.57, 0.52, 0.00, 0.42, 0.52, 0.55, 0.57, 0.46, 0.49, 0.45, 0.47, 0.51, 0.53, 0.53
0.55, 0.50, 0.34, 0.58, 0.00, 0.43, 0.47, 0.51, 0.54, 0.50, 0.52, 0.46, 0.44, 0.50, 0.50
0.57, 0.61, 0.51, 0.48, 0.57, 0.00, 0.52, 0.59, 0.46, 0.50, 0.60, 0.54, 0.45, 0.51, 0.51
0.50, 0.52, 0.49, 0.45, 0.53, 0.48, 0.00, 0.54, 0.48, 0.48, 0.61, 0.48, 0.53, 0.50, 0.50
0.47, 0.47, 0.51, 0.43, 0.49, 0.41, 0.46, 0.00, 0.39, 0.47, 0.52, 0.48, 0.44, 0.57, 0.57
0.52, 0.51, 0.49, 0.54, 0.46, 0.54, 0.52, 0.61, 0.00, 0.52, 0.53, 0.56, 0.53, 0.56, 0.56
0.54, 0.52, 0.47, 0.51, 0.50, 0.50, 0.52, 0.53, 0.48, 0.00, 0.50, 0.56, 0.49, 0.52, 0.52
0.54, 0.47, 0.47, 0.55, 0.48, 0.40, 0.39, 0.48, 0.47, 0.50, 0.00, 0.49, 0.46, 0.49, 0.49
0.52, 0.50, 0.51, 0.53, 0.54, 0.46, 0.52, 0.52, 0.44, 0.44, 0.51, 0.00, 0.52, 0.47, 0.47
0.57, 0.51, 0.46, 0.49, 0.56, 0.55, 0.47, 0.56, 0.47, 0.51, 0.54, 0.48, 0.00, 0.55, 0.55
0.53, 0.50, 0.54, 0.47, 0.50, 0.49, 0.50, 0.43, 0.44, 0.48, 0.51, 0.53, 0.45, 0.00, 0.00
0.53, 0.47, 0.49, 0.45, 0.54, 0.52, 0.55, 0.56, 0.48, 0.48, 0.52, 0.48, 0.44, 0.50, 0.50
