0.00, 68.00, 82.00, 72.00, 54.00, 67.00, 77.00, 74.00, 82.00, 71.00, 72.00, 74.50, 54.00, 77.00, 77.00
82.00, 0.00, 67.00, 67.50, 68.50, 60.00, 65.00, 76.50, 86.00, 70.00, 67.00, 81.00, 73.00, 75.50, 75.50
93.00, 71.50, 0.00, 73.50, 110.00, 75.00, 60.00, 82.00, 87.33, 79.50, 72.00, 75.00, 65.00, 75.00, 75.00
104.00, 92.50, 79.00, 0.00, 56.00, 73.00, 70.50, 95.00, 83.00, 76.00, 66.00, 72.00, 60.00, 83.50, 83.50
65.00, 68.50, 57.00, 78.00, 0.00, 50.00, 61.00, 77.50, 75.00, 61.00, 60.00, 66.00, 49.00, 61.00, 61.00
90.00, 92.00, 77.50, 68.00, 65.00, 0.00, 71.00, 85.00, 63.00, 70.50, 95.50, 82.00, 54.00, 94.00, 94.00
78.00, 71.00, 56.50, 57.00, 70.00, 66.00, 0.00, 82.50, 65.00, 62.00, 72.00, 58.50, 54.00, 67.50, 67.50
66.00, 67.50, 84.00, 71.00, 73.50, 60.00, 71.00, 0.00, 64.50, 72.00, 79.00, 93.00, 55.00, 104.00, 104.00
90.00, 89.00, 83.67, 96.00, 63.00, 74.00, 70.00, 102.00, 0.00, 83.00, 82.50, 85.00, 54.00, 91.00, 91.00
83.00, 75.00, 71.50, 80.33, 62.00, 70.50, 67.00, 81.00, 76.00, 0.00, 78.00, 84.00, 62.50, 76.00, 76.00
83.00, 60.00, 64.00, 80.00, 56.50, 65.50, 46.00, 74.00, 72.50, 77.00, 0.00, 73.00, 64.33, 63.00, 63.00
78.50, 82.00, 78.00, 82.00, 77.50, 70.00, 63.50, 100.00, 68.00, 66.00, 76.00, 0.00, 66.00, 73.00, 73.00
71.00, 77.00, 55.00, 58.00, 62.00, 66.00, 48.00, 70.00, 47.00, 64.50, 72.67, 62.00, 0.00, 74.50, 74.50
88.00, 76.50, 89.00, 73.00, 62.00, 90.00, 67.00, 78.00, 72.00, 71.00, 66.00, 83.00, 64.00, 0.00, 0.00
85.33, 75.50, 88.50, 72.00, 81.00, 88.00, 96.00, 90.50, 87.00, 81.00, 63.00, 76.00, 62.00, 89.50, 89.50
