0.00, 49.00, 62.00, 60.00, 65.00, 72.00, 71.00, 79.00, 65.50, 66.50, 62.50, 58.50, 51.00, 66.00, 79.00
64.00, 0.00, 56.00, 63.33, 61.00, 52.00, 45.00, 64.50, 50.00, 62.50, 71.00, 66.00, 42.00, 75.00, 59.00
85.00, 78.00, 0.00, 73.00, 72.00, 63.00, 74.00, 76.00, 88.00, 75.67, 79.00, 76.50, 69.00, 91.00, 83.50
69.00, 63.67, 70.00, 0.00, 57.00, 59.00, 66.00, 63.00, 74.00, 63.00, 62.50, 57.00, 42.50, 79.50, 82.00
63.50, 63.00, 66.00, 53.00, 0.00, 51.00, 70.00, 80.00, 54.50, 67.50, 65.00, 45.00, 28.00, 63.00, 71.00
81.00, 58.00, 52.00, 81.00, 52.00, 0.00, 59.00, 70.00, 69.67, 59.00, 74.50, 59.00, 53.00, 78.00, 85.00
74.50, 56.00, 90.00, 67.50, 50.00, 54.00, 0.00, 65.00, 64.00, 66.50, 67.00, 66.00, 80.00, 72.33, 70.00
63.00, 61.50, 70.00, 72.00, 81.00, 69.50, 60.00, 0.00, 68.50, 78.00, 74.50, 71.00, 49.00, 69.00, 81.00
80.00, 74.00, 83.50, 78.00, 85.00, 70.00, 73.00, 63.50, 0.00, 76.00, 76.00, 93.00, 67.50, 68.00, 87.00
79.00, 70.50, 70.33, 83.00, 72.50, 71.00, 72.50, 81.00, 80.50, 0.00, 72.00, 60.00, 56.00, 85.00, 88.00
66.00, 62.00, 65.00, 62.50, 70.00, 62.00, 63.00, 60.00, 89.00, 76.00, 0.00, 74.00, 49.00, 67.00, 66.00
69.50, 53.00, 63.00, 70.00, 46.00, 69.00, 62.00, 57.00, 83.00, 65.00, 69.00, 0.00, 47.00, 70.00, 86.00
66.00, 65.00, 63.00, 54.50, 57.00, 54.50, 89.00, 56.00, 71.00, 62.00, 61.00, 59.00, 0.00, 59.50, 65.50
59.00, 54.00, 86.00, 70.00, 65.00, 63.00, 54.00, 53.00, 53.00, 60.00, 70.00, 68.00, 52.00, 0.00, 75.50
61.00, 57.00, 58.00, 76.00, 67.50, 76.00, 72.00, 76.50, 71.00, 75.00, 69.00, 83.00, 47.00, 76.50, 0.00
