0.6666666666666666,0.7142857142857143
0.6666666666666666,0.7301587301587301
0.7301587301587301,0.746031746031746
0.7936507936507936,0.7936507936507936
0.7625,0.7625
0.6875,0.7125
0.7625,0.7625
0.775,0.775
0.7875,0.8375
0.85,0.8
0.7301587301587301,0.7301587301587301
0.725,0.75
0.7522935779816514,0.7798165137614679
0.7407407407407407,0.7222222222222222
0.7064220183486238,0.6880733944954128
0.7155963302752294,0.7155963302752294
0.7798165137614679,0.7798165137614679
0.7889908256880734,0.8073394495412844
