0.00, 61.00, 73.50, 67.50, 73.50, 62.00, 87.00, 71.00, 71.33, 71.33
62.00, 0.00, 80.50, 63.00, 71.50, 68.00, 63.50, 78.50, 77.00, 77.00
87.50, 83.00, 0.00, 78.50, 76.00, 75.00, 72.00, 72.00, 75.33, 75.33
80.00, 84.00, 78.00, 0.00, 74.50, 64.50, 79.33, 73.00, 66.67, 66.67
58.50, 73.50, 64.00, 68.00, 0.00, 67.50, 77.50, 70.00, 66.00, 66.00
75.50, 69.00, 75.00, 67.50, 62.00, 0.00, 67.50, 62.67, 71.00, 71.00
101.50, 76.50, 66.00, 75.00, 80.00, 75.50, 0.00, 78.00, 86.00, 86.00
70.00, 81.00, 65.50, 81.00, 72.50, 58.67, 77.00, 0.00, 71.50, 71.50
72.67, 85.00, 74.67, 70.67, 76.00, 74.00, 81.50, 74.50, 0.00, 0.00
64.50, 71.50, 59.33, 69.50, 57.00, 55.50, 57.00, 51.50, 77.50, 77.50
