0.00, 41.00, 52.50, 50.00, 54.00, 45.00, 62.50, 42.00, 60.00, 54.00, 34.00, 34.00
60.50, 0.00, 75.50, 69.50, 54.00, 58.00, 53.50, 61.50, 70.50, 65.50, 57.00, 57.00
66.50, 75.00, 0.00, 61.50, 73.00, 67.00, 58.50, 61.50, 76.00, 56.00, 65.00, 65.00
66.50, 67.00, 65.50, 0.00, 83.00, 67.00, 75.00, 66.00, 81.00, 73.00, 81.00, 81.00
58.50, 49.50, 67.00, 74.00, 0.00, 42.00, 70.00, 60.00, 68.00, 51.00, 66.00, 66.00
74.00, 85.00, 77.00, 72.00, 69.00, 0.00, 62.00, 60.67, 66.50, 59.00, 66.00, 66.00
82.00, 75.50, 73.50, 81.50, 75.33, 60.00, 0.00, 68.50, 88.00, 77.00, 68.00, 68.00
52.00, 70.00, 72.50, 65.00, 72.00, 68.00, 65.50, 0.00, 64.00, 70.50, 75.50, 75.50
78.00, 68.00, 72.00, 75.00, 74.50, 58.50, 79.00, 39.00, 0.00, 62.00, 68.00, 68.00
61.50, 53.00, 55.00, 70.50, 49.00, 62.00, 65.00, 59.50, 50.00, 0.00, 66.00, 66.00
60.00, 59.00, 64.50, 77.00, 46.50, 58.00, 73.00, 65.00, 73.00, 64.00, 0.00, 0.00
51.00, 60.00, 65.00, 64.50, 67.00, 47.00, 61.50, 62.50, 66.50, 53.50, 61.50, 61.50
