0.00, 0.00, 0.00, 0.00, 34.00, 0.00, 3.00, 16.00, 4.00, 7.00, 8.00, 0.00, 0.00
10.00, 0.00, 23.00, 0.00, 15.00, 28.00, 0.00, 1.00, 6.00, 11.00, 0.00, 24.00, 0.00
5.00, 0.00, 0.00, 0.00, 25.00, 16.00, 0.00, 15.00, 0.00, 24.00, 12.00, 3.00, 0.00
14.00, 9.00, 18.00, 0.00, 9.00, 19.00, 16.00, 19.00, 14.00, 29.00, 28.00, 0.00, 0.00
0.00, 5.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.00, 0.00, 0.00, 0.00
23.00, 0.00, 3.00, 11.00, 20.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 5.00, 0.00
11.00, 3.00, 28.00, 4.00, 15.00, 9.00, 0.00, 23.00, 10.00, 2.00, 9.00, 36.00, 13.00
10.00, 0.00, 0.00, 12.00, 9.00, 26.00, 0.00, 0.00, 0.00, 9.00, 17.00, 0.00, 6.00
8.00, 12.00, 6.00, 10.00, 10.00, 28.00, 11.00, 7.00, 0.00, 0.00, 1.00, 4.00, 0.00
0.00, 0.00, 0.00, 0.00, 30.00, 27.00, 0.00, 0.00, 8.00, 0.00, 10.00, 0.00, 0.00
4.00, 4.00, 0.00, 14.00, 12.00, 0.00, 1.00, 0.00, 3.00, 21.00, 0.00, 0.00, 0.00
8.00, 3.00, 3.00, 17.00, 23.00, 16.00, 0.00, 3.00, 0.00, 21.00, 6.00, 0.00, 9.00
8.00, 15.00, 27.00, 30.00, 47.00, 29.00, 11.00, 57.00, 23.00, 32.00, 23.00, 37.00, 0.00
