0.00, 63.00, 57.00, 62.67, 64.00, 78.00, 65.50, 59.00, 79.00, 62.50, 81.50, 87.00
55.00, 0.00, 58.00, 52.50, 60.67, 49.50, 56.00, 41.00, 57.50, 51.00, 66.50, 66.00
52.33, 62.00, 0.00, 72.50, 67.00, 57.00, 57.50, 52.50, 69.00, 67.00, 59.00, 68.00
57.67, 57.50, 65.00, 0.00, 56.00, 58.00, 66.67, 73.00, 68.00, 69.00, 56.00, 74.00
43.00, 58.67, 61.00, 55.00, 0.00, 65.00, 57.00, 57.00, 60.50, 76.00, 60.00, 67.00
41.00, 48.50, 65.00, 49.00, 63.33, 0.00, 46.00, 51.00, 63.50, 45.00, 57.50, 41.50
60.50, 63.00, 69.00, 64.00, 61.00, 68.00, 0.00, 59.00, 75.00, 64.50, 81.00, 65.00
57.00, 59.00, 58.50, 65.50, 55.00, 66.00, 67.00, 0.00, 80.00, 59.00, 53.00, 64.00
83.00, 55.00, 61.00, 46.00, 44.50, 66.50, 72.00, 52.00, 0.00, 59.00, 72.00, 65.00
60.50, 44.00, 51.00, 66.00, 69.00, 57.00, 61.00, 70.50, 89.00, 0.00, 91.00, 62.00
76.50, 62.00, 54.00, 43.00, 59.50, 59.00, 53.00, 40.00, 62.50, 58.00, 0.00, 57.50
63.00, 64.00, 61.00, 71.00, 70.00, 49.50, 47.00, 46.00, 67.00, 65.50, 66.00, 0.00
