0.00, 71.50, 72.00, 71.50, 81.00, 54.00, 65.00, 76.50, 54.00, 73.00, 81.50, 79.00, 75.00
76.50, 0.00, 78.50, 75.00, 89.50, 75.00, 67.00, 79.00, 59.33, 69.00, 84.00, 79.00, 63.50
77.00, 67.00, 0.00, 64.00, 86.00, 79.50, 67.33, 88.00, 60.00, 72.50, 68.50, 79.50, 65.50
78.50, 84.00, 82.00, 0.00, 75.00, 74.50, 78.50, 75.50, 74.50, 87.50, 76.50, 84.00, 54.00
64.00, 84.50, 61.00, 66.00, 0.00, 65.50, 61.00, 63.00, 70.00, 70.50, 61.00, 78.33, 59.00
77.00, 47.00, 73.00, 70.50, 75.50, 0.00, 74.00, 63.50, 46.00, 63.00, 75.00, 76.50, 59.00
69.00, 70.00, 76.67, 72.50, 76.00, 83.00, 0.00, 74.50, 62.67, 69.00, 69.50, 92.00, 75.00
73.50, 78.00, 73.00, 72.00, 72.00, 76.50, 63.00, 0.00, 59.00, 85.00, 72.50, 65.00, 69.67
56.00, 61.33, 66.00, 72.50, 80.00, 74.00, 63.00, 62.50, 0.00, 54.00, 64.00, 61.00, 38.00
66.00, 63.50, 60.50, 73.00, 81.00, 76.50, 67.00, 76.00, 62.00, 0.00, 66.00, 62.50, 61.00
79.50, 88.00, 62.50, 69.50, 73.00, 64.00, 65.50, 64.00, 65.00, 71.50, 0.00, 66.00, 73.00
87.00, 68.50, 79.50, 92.50, 86.00, 82.00, 56.00, 68.00, 57.00, 73.00, 72.00, 0.00, 77.33
83.00, 71.00, 79.00, 84.00, 82.50, 73.50, 74.00, 86.67, 61.00, 93.00, 96.00, 86.67, 0.00
