0.00, 0.48, 0.48, 0.48, 0.56, 0.41, 0.49, 0.51, 0.50, 0.53, 0.51, 0.48, 0.48
0.52, 0.00, 0.54, 0.47, 0.52, 0.61, 0.49, 0.50, 0.49, 0.52, 0.49, 0.53, 0.53
0.52, 0.46, 0.00, 0.44, 0.59, 0.52, 0.47, 0.55, 0.48, 0.55, 0.52, 0.50, 0.50
0.52, 0.53, 0.56, 0.00, 0.53, 0.51, 0.52, 0.52, 0.50, 0.55, 0.53, 0.48, 0.48
0.44, 0.48, 0.41, 0.47, 0.00, 0.46, 0.45, 0.47, 0.47, 0.46, 0.46, 0.48, 0.48
0.59, 0.39, 0.48, 0.49, 0.54, 0.00, 0.47, 0.45, 0.38, 0.45, 0.54, 0.48, 0.48
0.51, 0.51, 0.53, 0.48, 0.55, 0.53, 0.00, 0.54, 0.50, 0.51, 0.51, 0.62, 0.62
0.49, 0.50, 0.45, 0.48, 0.53, 0.55, 0.46, 0.00, 0.49, 0.53, 0.53, 0.49, 0.49
0.50, 0.51, 0.52, 0.50, 0.53, 0.62, 0.50, 0.51, 0.00, 0.47, 0.50, 0.52, 0.52
0.47, 0.48, 0.45, 0.45, 0.54, 0.55, 0.49, 0.47, 0.53, 0.00, 0.48, 0.46, 0.46
0.49, 0.51, 0.48, 0.47, 0.54, 0.46, 0.49, 0.47, 0.50, 0.52, 0.00, 0.48, 0.48
0.52, 0.47, 0.50, 0.52, 0.52, 0.52, 0.38, 0.51, 0.48, 0.54, 0.52, 0.00, 0.00
0.53, 0.53, 0.55, 0.61, 0.58, 0.56, 0.50, 0.55, 0.62, 0.60, 0.57, 0.53, 0.53
