0.00, 0.57, 0.52, 0.60, 0.54, 0.50, 0.55, 0.57, 0.53, 0.49, 0.50, 0.52, 0.52
0.43, 0.00, 0.49, 0.56, 0.52, 0.47, 0.52, 0.44, 0.51, 0.49, 0.48, 0.52, 0.52
0.48, 0.51, 0.00, 0.51, 0.47, 0.52, 0.48, 0.51, 0.63, 0.48, 0.49, 0.49, 0.49
0.40, 0.44, 0.49, 0.00, 0.46, 0.47, 0.45, 0.53, 0.47, 0.44, 0.48, 0.44, 0.44
0.46, 0.48, 0.53, 0.54, 0.00, 0.56, 0.48, 0.57, 0.52, 0.49, 0.48, 0.53, 0.53
0.50, 0.53, 0.48, 0.53, 0.44, 0.00, 0.46, 0.53, 0.49, 0.45, 0.43, 0.46, 0.46
0.45, 0.48, 0.52, 0.55, 0.52, 0.54, 0.00, 0.51, 0.53, 0.48, 0.51, 0.53, 0.53
0.43, 0.56, 0.49, 0.47, 0.43, 0.47, 0.49, 0.00, 0.55, 0.47, 0.48, 0.52, 0.52
0.47, 0.49, 0.37, 0.53, 0.48, 0.51, 0.47, 0.45, 0.00, 0.45, 0.44, 0.53, 0.53
0.51, 0.51, 0.52, 0.56, 0.51, 0.55, 0.52, 0.53, 0.55, 0.00, 0.54, 0.56, 0.56
0.50, 0.52, 0.51, 0.52, 0.52, 0.57, 0.49, 0.52, 0.56, 0.46, 0.00, 0.48, 0.48
0.48, 0.48, 0.51, 0.56, 0.47, 0.54, 0.47, 0.48, 0.47, 0.44, 0.52, 0.00, 0.00
0.47, 0.48, 0.51, 0.52, 0.48, 0.54, 0.51, 0.51, 0.50, 0.45, 0.48, 0.54, 0.54
