0.00, 0.00, 26.00, 21.00, 8.00, 4.00, 21.00, 1.00, 0.00, 9.00, 9.00
50.00, 0.00, 35.00, 26.00, 11.00, 7.00, 41.00, 15.00, 33.00, 13.00, 13.00
0.00, 0.00, 0.00, 0.00, 0.00, 22.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 28.00, 0.00, 5.00, 19.00, 0.00, 27.00, 0.00, 19.00, 19.00
0.00, 1.00, 56.00, 15.00, 0.00, 0.00, 14.00, 14.00, 8.00, 8.00, 8.00
4.00, 0.00, 16.00, 0.00, 2.00, 0.00, 4.00, 5.00, 0.00, 0.00, 0.00
0.00, 0.00, 29.00, 15.00, 0.00, 13.00, 0.00, 16.00, 1.00, 8.00, 8.00
7.00, 0.00, 34.00, 16.00, 3.00, 2.00, 0.00, 0.00, 9.00, 16.00, 16.00
29.00, 6.00, 22.00, 21.00, 20.00, 19.00, 13.00, 13.00, 0.00, 19.00, 19.00
19.00, 0.00, 51.00, 0.00, 3.00, 16.00, 3.00, 4.00, 0.00, 0.00, 0.00
13.00, 8.00, 50.00, 10.00, 23.00, 35.00, 9.00, 16.00, 7.00, 8.00, 8.00
